"","Fire_ID","avg_cmi","avg_vpd"
"596","SLK200_2017_2026",1.33,6.6025
"597","NIP54_2017_2027",1.8,6.235
"598","SLK175_2017_2072",0.05,5.672
"599","THU58_2017_2073",0.88,6.802
"600","SLK96_2017_2074",0.68,6.2475
"601","SLK43_2017_2075",2.25,6.39333333333333
"602","SLK82_2017_2076",0.28,5.844
"603","SLK23_2017_2077",0.88,6.42666666666667
"604","NIP29_2017_2078",0.97,6.16
"605","NIP77_2017_2079",1.44,6.6025
"606","NIP68_2017_2080",1.7,6.5475
"607","SLK122_2017_2081",-0.38,5.9325
"608","SLK157_2017_2082",-0.72,6.25
"609","SLK44_2017_2083",1.98,5.7125
"610","NIP73_2017_2084",2.33,6.41333333333333
"611","THU59_2017_2085",0.63,6.858
"612","SLK64_2017_2086",-0.14,5.872
"613","THU61_2017_2087",0.66,6.852
"614","RED87_2017_2088",-0.35,5.692
"615","SLK26_2017_2089",0.97,6.66
"616","NIP9_2017_2090",2.95,6.23666666666667
"617","NIP39_2017_2091",1.76,6.4275
"618","RED69_2017_2092",-0.6,5.984
"619","THU31_2017_2093",-0.21,7.2425
"620","NIP99_2017_2094",1.2,5.945
"621","SLK103_2017_2095",-0.68,6.485
"622","SLK63_2017_2096",0.33,5.828
"623","NIP98_2017_2097",2.01,6.07
"624","RED56_2017_2098",0.22,5.5475
"625","SLK7_2017_2099",0.54,5.4375
"626","SLK162_2017_2100",0.37,5.822
"627","SLK68_2017_2101",1.27,5.604
"628","RED103_2017_2102",-0.55,5.996
"629","NIP65_2017_2103",1.98,6.1125
"630","NIP11_2017_2104",3.16,6.06666666666667
"631","SLK38_2017_2105",1.06,6.81
"632","SLK33_2017_2106",1.23,6.52333333333333
"633","SLK17_2017_2107",1.42,5.53
"634","SLK52_2017_2110",1.94,5.928
"635","NIP38_2017_2111",3.37,5.97333333333333
"636","NIP105_2017_2112",0.55,5.6275
"637","RED54_2017_2113",-1.79,6.394
"638","NIP95_2017_2114",0.92,6.265
"639","NOR68_2018_2028",-2.42,8.43
"640","RED38_2018_2029",0.73,5.11333333333333
"641","RED110_2018_2030",-0.78,6.2625
"642","NIP13_2018_2031",1.51,5.86
"643","RED30_2018_2032",-1.14,5.105
"644","RED108_2018_2033",-2.67,6.7725
"645","NIP37_2018_2034",2.21,6.66333333333333
"646","NOR72_2018_2035",-1.16,8.10333333333333
"647","THU52_2018_2036",0.15,7.7925
"648","NIP40_2018_2037",2.2,6.55666666666667
"649","PEM7_2018_2038",-1.53,8.0525
"650","FOR24_2018_2039",-2.2,7.224
"651","RED82_2018_2040",-2.7,6.755
"652","COC20_2018_2041",-1,7.52
"653","HEA12_2018_2042",-0.03,6.6
"654","SLK44_2018_2043",2.32,6.70333333333333
"655","NOR56_2018_2044",-1.87,8.27666666666667
"656","TIM6_2018_2045",-1.34,8.005
"657","SLK51_2018_2046",1.98,6.38333333333333
"658","SLK48_2018_2047",2.55,5.7175
"659","NIP5_2018_2048",1.54,4.63
"660","RED80_2018_2049",-2.67,6.7175
"661","NIP32_2018_2050",2.38,5.79666666666667
"662","THU36_2018_2051",0.97,6.7675
"663","RED170_2018_2052",-1.16,5.14
"664","NOR62_2018_2053",-2.01,8.09
"665","SLK19_2018_2054",1.32,4.69666666666667
"666","NIP29_2018_2055",2.45,6.15
"667","SLK23_2018_2056",1.39,4.92333333333333
"668","NIP27_2018_2057",1.37,6.02
"669","SLK37_2018_2058",0.72,5.285
"670","NIP31_2018_2059",1.92,6.87333333333333
"671","RED86_2018_2060",-2.56,6.6575
"672","RED103_2018_2061",-2.68,6.6875
"673","SLK57_2018_2062",2.63,6.15
"674","KEN71_2018_2063",-2.59,6.9025
"675","RED97_2018_2064",-2.69,6.7425
"676","SLK68_2018_2065",2.5,5.9375
"677","NIP10_2018_2066",2.02,6.295
"678","SLK53_2018_2067",2.71,6.07666666666667
"679","SLK18_2018_2068",1.52,4.35333333333333
"680","NOR46_2018_2069",0.06,7
"681","RED67_2018_2070",-0.61,5.7125
"682","PAR33_2018_2071",0.37,6.185
"683","NIP30_2018_2115",2.39,6.07
"684","RED96_2018_2116",-2.76,6.7775
"685","SLK117_2018_2117",1.25,7.65
"686","SLK56_2018_2118",1.52,6.39666666666667
"687","NOR69_2018_2119",-1.68,8.24
"688","NOR25_2018_2121",-0.35,6.8875
"689","NIP53_2018_2122",2.25,6.63333333333333
"690","SLK67_2018_2123",2.43,5.95
"691","RED55_2018_2124",0.08,5.21
"692","SUD83_2018_2125",-0.23,6.73
"693","COC14_2018_2126",-1.71,7.63666666666667
"694","RED81_2018_2127",-2.66,6.755
"695","SLK49_2018_2128",2.27,6.37
"696","NOR42_2018_2129",-0.21,6.78
"697","RED57_2018_2130",0.08,5.22666666666667
"698","NIP45_2018_2132",2.67,4.995
"699","SLK162_2018_2133",0.98,6.36833333333333
"700","NOR61_2018_2134",-0.08,7.045
"701","SLK113_2018_2135",-3.81,7.5375
"702","NOR19_2018_2136",-1.07,8.07666666666667
"703","PEM6_2018_2137",-4.68,9.51666666666667
"704","RED78_2018_2138",-2.71,6.7675
"705","COC15_2018_2139",-0.18,6.99333333333333
"706","KEN77_2018_2140",-2.68,6.6875
"707","NOR55_2018_2141",-1.65,8.18
"708","SLK26_2018_2142",1.6,4.17666666666667
"709","SLK55_2018_2143",1.87,6.36333333333333
"710","SLK22_2018_2144",1.39,4.95
"711","COC8_2018_2145",-2.5,8.06333333333333
"712","NIP20_2018_2146",1.19,5.47
"713","RED76_2018_2147",-2.7,6.765
"714","RED52_2018_2148",0.83,5.07333333333333
"715","RED70_2018_2149",-2.12,6.5125
"716","RED60_2018_2150",-0.65,5.61333333333333
"717","NIP24_2018_2151",0.96,5.535
"718","NIP49_2018_2152",2.53,5.74666666666667
"719","TIM12_2018_2153",-2.83,8.51666666666667
"720","SLK27_2018_2154",0.88,5.5
"721","RED109_2018_2155",-1.26,6.03
"722","RED115_2018_2156",-2.35,7.13
"723","NIP16_2018_2157",1.85,5.9
"724","RED121_2018_2158",0.23,5.79
"725","COC36_2018_2159",1.86,4.986
"726","COC10_2019_2162",1.17,6.27
"727","SLK40_2019_2163",0.17,6.1925
"728","RED23_2019_2164",-0.26,5.505
"729","RED44_2019_2165",0.54,5.8925
"730","FOR2_2019_2166",1,4.03
"731","SLK38_2019_2167",0.36,6.08
"732","SLK33_2019_2168",-0.3,6.15333333333333
"733","RED45_2019_2169",0.54,6.035
"734","SLK39_2019_2170",0.09,6.14
"735","RED38_2019_2171",-0.05,6.79333333333333
"736","RED39_2019_2172",0.48,5.9475
"737","TIM2_2019_2173",3.55,5.24333333333333
"738","RED57_2019_2174",0.18,6.1575
"739","SLK37_2019_2175",-0.05,6.09333333333333
"740","RED14_2019_2176",0.94,4.04
"741","RED40_2019_2177",0.62,5.92
"742","RED17_2019_2178",1.26,4.94666666666667
"743","NIP11_2019_2179",1.02,5.2775
"744","RED59_2019_2180",0.51,6.336
"745","RED25_2019_2181",0.19,5.51
"746","RED30_2019_2182",-0.4,5.59
"747","SLK41_2019_2183",0.64,5.92666666666667
"748","SLK31_2019_2184",-0.82,6.32666666666667
"749","RED37_2019_2185",0.04,6.85
"750","RED24_2019_2186",0.32,5.71
"751","SLK22_2019_2187",1.02,7.11666666666667
"752","SLK8_2019_2188",0.48,5.76
"753","RED49_2019_2189",0.5,5.8925
"754","RED60_2019_2190",-0.47,6.22
"755","RED75_2019_2192",0.44,6.238
"756","RED62_2019_2193",0.47,6.06
"757","SLK37_2020_2160",1.88,6.1225
"758","THU4_2020_2161",-0.1,4.09
"759","RED12_2020_2194",1.95,4.98
"760","RED22_2020_2195",1.58,5.3525
"761","NIP47_2020_2196",2.06,5.942
"762","SLK26_2020_2197",4.25,5.39333333333333
"763","RED8_2020_2198",2.35,4.88666666666667
"764","RED24_2020_2199",2.92,5.4075
"765","SLK36_2020_2200",3.1,5.72
"766","SLK25_2020_2201",4.41,5.32
"767","NIP30_2020_2202",2.83,5.6825
"768","NIP46_2020_2203",2.06,5.956
"769","RED29_2020_2204",1.66,5.4925
"770","SLK3_2020_2205",3.07,4.58666666666667
"771","NIP51_2020_2206",3.08,5.538
"772","NIP26_2020_2207",4.32,5.58333333333333
"773","NIP45_2020_2208",2.08,5.968
"774","RED18_2020_2209",2.96,5.135
"775","RED49_2020_2210",0.64,6.428
"776","NIP40_2020_2211",-2.52,7.7225
"777","COC11_2020_2212",3.96,5.29
"778","CHA3_2020_2213",2.87,5.624
"779","SLK48_2020_2214",4.74,5.6225
"780","COC12_2020_2215",3.55,5.19666666666667
"781","RED9_2020_2216",1.71,5.08
"782","SLK47_2020_2217",4.39,5.5925
"783","RED30_2020_2218",2.11,4.76
