"","Fire_ID","lat","long","el","FIRE_START","Fire_Year","StartBurnDay","interp_date","month","dmc","ffmc","dc"
"24","NIP77_2001_49",50.06329538,-87.17570658,356.1042545,2001-07-23,2001,2001-07-23,2001-07-23,7,12.6447991901909,76.2614930699949,199.829574528283
"25","PET1_2001_50",44.81489372,-76.88047082,242.4550847,2001-07-27,2001,2001-07-27,2001-07-27,7,50.5232032434249,89.9952039579243,363.677672301739
"26","SLK2_2002_51",54.19989784,-91.35150388,227.0062827,2002-06-27,2002,2002-06-27,2002-06-27,6,28.270047534497,84.7635316093271,108.33940644388
"27","SLK3_2002_52",54.19373296,-91.39106896,223.1193459,2002-06-27,2002,2002-06-27,2002-06-27,6,28.28821055354,84.8568085759299,108.292740935928
"28","COC12_2002_53",54.00486594,-88.85277026,165.6047736,2002-07-08,2002,2002-07-08,2002-07-08,7,34.7990047542305,87.03795722812,115.635750713031
"29","SLK11_2002_54",53.85224982,-89.83056066,220.0056338,2002-06-18,2002,2002-06-18,2002-06-18,6,40.1385134905916,91.7232607903177,98.8548932549831
"30","SLK12_2002_55",53.79840947,-90.32587833,221.2073472,2002-06-18,2002,2002-06-18,2002-06-18,6,41.0548506119241,91.0217232415735,101.339171295239
"31","SLK36_2002_56",53.7999849,-89.03806909,205.1112671,2002-07-06,2002,2002-07-06,2002-07-06,7,30.2252622505874,88.8158851268697,108.087212693218
"32","SLK1_2001_63",54.27564323,-91.91762924,236.5802083,2001-07-19,2001,2001-07-19,2001-07-19,7,37.1367050281752,90.1820356943424,174.770847487887
"33","SLK4_2001_64",54.16319932,-91.49168555,221.2425621,2001-07-20,2001,2001-07-20,2001-07-20,7,41.9418285500674,92.4638569900074,183.842435490042
"34","RED61_2001_65",53.68127658,-92.6966009,287.9700071,2001-07-17,2001,2001-07-17,2001-07-17,7,29.8353366537588,86.7339280771267,166.994028543044
"35","NIP55_2001_66",53.43660181,-88.00507944,190.9451762,2001-06-08,2001,2001-06-08,2001-06-08,6,34.6481410299696,92.2930757338382,110.441381651099
"36","SLK44_2001_67",53.86052482,-90.86570969,219.6496479,2001-07-20,2001,2001-07-20,2001-07-20,7,39.5099900715465,91.3366794946552,195.436596194297
"37","NIP72_2001_68",53.79247616,-88.3144607,166.269339,2001-07-20,2001,2001-07-20,2001-07-20,7,36.9931764828445,88.5637534931534,195.479511096348
"38","SLK47_2001_69",53.69138129,-91.09535045,252.0793931,2001-07-20,2001,2001-07-20,2001-07-20,7,37.162895286731,90.9814426081409,196.44351459486
"39","NIP74_2001_70",53.430122,-88.00135622,192.5207373,2001-07-20,2001,2001-07-20,2001-07-20,7,36.462977257832,88.603803164953,164.211751569352
"40","RED48_2001_72",52.71229894,-95.07705743,331.676545,2001-06-20,2001,2001-06-20,2001-06-20,6,18.2977369428098,87.8130478778708,112.471406050791
"41","SLK47_2002_73",50.92954667,-91.75518419,406.1519368,2002-07-10,2002,2002-07-13,2002-07-13,7,49.0714443729332,85.4616619526948,182.420623585002
"42","COC19_2002_74",50.70802434,-80.36617502,148.6839319,2002-07-11,2002,2002-07-11,2002-07-11,7,42.1400884614606,87.7082290729703,203.632337207385
"43","DRY10_2002_75",49.99965784,-92.98188065,384.4811828,2002-05-31,2002,2002-05-31,2002-05-31,5,22.1774091666879,86.3345558951273,76.780384297663
"44","NIP75_2002_76",49.05516133,-86.9366379,383.2420109,2002-07-12,2002,2002-07-16,2002-07-16,7,50.8619362009458,87.8964425290791,252.058418161385
"45","NIP16_2002_77",48.49448036,-88.52103838,222.3599684,2002-06-02,2002,2002-06-02,2002-06-02,6,21.4141580750964,87.5826475969375,124.68203929805
