"","Fire_ID","SweMax","doPS"
"482","RED67_2018_2070",54.1265591173616,82
"483","NIP30_2018_2115",89.5621744600589,118
"484","RED96_2018_2116",40.2281589620078,364
"485","SLK56_2018_2118",61.5019953793971,364
"486","NIP53_2018_2122",96.8389150154691,108
"487","SLK67_2018_2123",92.2060856913001,364
"488","RED55_2018_2124",27.8801630560054,84
"489","RED81_2018_2127",37.0336312218988,184
"490","RED57_2018_2130",25.1005829016855,82
"491","NIP45_2018_2132",76.2893959954494,121
"492","SLK162_2018_2133",84.4794570748037,364
"493","NOR61_2018_2134",134.208628898754,104
"494","SLK113_2018_2135",72.1388974570703,364
"495","NOR19_2018_2136",145.132702637875,104
"496","PEM6_2018_2137",146.421569889989,104
"497","RED78_2018_2138",42.6638364447455,105
"498","COC15_2018_2139",185.477242898621,111
"499","NOR55_2018_2141",143.590322745652,104
"500","SLK26_2018_2142",49.4220972702532,364
"501","SLK55_2018_2143",64.2639685469212,364
"502","SLK22_2018_2144",54.0566764563417,364
"503","NIP20_2018_2146",106.928509484066,109
"504","RED76_2018_2147",35.8473051304581,329
"505","RED52_2018_2148",21.1221276921548,82
"506","RED70_2018_2149",55.0292416296042,330
"507","NIP49_2018_2152",78.2147134606676,121
"508","SLK27_2018_2154",81.4022228283722,364
"509","RED109_2018_2155",44.1700013130903,94
"510","NIP16_2018_2157",118.341841683691,109
"511","RED121_2018_2158",19.7481320918291,82
"512","COC36_2018_2159",53.4078991673574,121
"513","RED41_2012_1758",160.215470876603,70
"514","SLK85_2012_1760",156.360180036671,71
"515","KLK8_2012_1841",144.90762226653,70
"516","RED49_2012_1844",107.165105861522,70
"517","RED28_2012_1849",158.829390956104,70
"518","TIM9_2012_1852",136.614385840154,70
"519","KLK13_2012_1856",130.057626065865,70
"520","TIM7_2012_1898",124.29830087371,70
"521","RED39_2012_1901",77.8346596624618,70
"522","TIM47_2012_1903",133.339456731623,70
"523","WAW5_2012_1904",148.084614374866,70
"524","KLK11_2012_1907",125.338028732611,70
"525","COC10_2012_1911",172.332237987984,71
"526","WAW4_2012_1916",187.179376165434,70
"527","KEN36_2012_1917",42.6249733088002,69
"528","TIM27_2012_1921",143.095595799579,70
"529","CHA8_2012_1924",144.866543041762,70
"530","NIP32_2012_1929",104.478530302871,70
"531","PEM25_2012_1933",124.698829028481,65
"532","WAW17_2012_1934",168.210138320923,81
"533","SLK20_2012_1919",134.402198679854,70
"534","HEA9_2012_1920",144.238480181185,70
"535","SLK105_2012_1931",48.6974273681641,70
"536","RED103_2012_1757",153.356673997448,70
"537","SLK73_2012_1759",157.200561869106,70
"538","NIP104_2012_1761",102.626458797557,70
"539","NIP59_2012_1762",106.219468813526,70
"540","NIP49_2012_1763",174.514375905083,71
"541","NIP63_2012_1764",109.470001220703,70
"542","SLK26_2012_1765",167.034337495064,70
"543","SLK72_2012_1766",148.179710938204,70
"544","NIP24_2012_1838",95.0417123341839,70
"545","RED69_2012_1839",147.694150877955,70
"546","SLK101_2012_1840",152.173422638004,70
"547","RED53_2012_1842",138.717442441455,70
"548","RED61_2012_1843",155.658420967698,70
"549","RED57_2012_1845",143.778688135938,70
"550","SLK91_2012_1846",115.885380548282,70
"551","NIP60_2012_1848",103.298205460842,70
"552","SLK32_2012_1850",107.86992815575,70
"553","SLK74_2012_1851",158.330342324921,70
"554","KEN103_2012_1853",44.0941193389893,69
"555","RED94_2012_1854",116.448050716059,70
"556","SLK29_2012_1855",163.538700551112,70
"557","SLK82_2012_1857",154.410657994887,70
"558","THU35_2012_1858",107.744413939098,70
"559","RED60_2012_1899",165.30013827049,70
"560","RED66_2012_1900",149.362956047442,70
"561","RED52_2012_1902",118.745070463333,70
"562","RED64_2012_1905",147.929022147504,70
"563","RED72_2012_1906",89.3142736758675,70
"564","RED51_2012_1908",105.314840856709,70
"565","RED59_2012_1909",142.841249916175,70
"566","SLK97_2012_1910",136.264533879423,70
"567","NIP62_2012_1912",123.664141856651,70
"568","RED38_2012_1913",90.7269216117992,70
"569","SLK71_2012_1914",141.139268556461,70
"570","SLK81_2012_1915",128.948858455736,70
"571","RED71_2012_1918",89.4892227300861,70
"572","RED58_2012_1922",145.104868856227,70
"573","RED63_2012_1923",150.159227381182,70
"574","RED34_2012_1925",151.285288861408,70
"575","RED50_2012_1926",102.682900467223,70
"576","SLK79_2012_1927",160.526453319349,71
"577","SLK93_2012_1928",104.648902241923,70
"578","NIP61_2012_1930",103.59790882524,70
"579","SLK47_2012_1932",110.552424268486,70
"580","FOR59_2012_1935",40.9900910256126,69
"581","RED62_2012_1936",149.220046689518,70
"582","RED70_2012_1937",155.152079815065,70
"583","SLK51_2003_1403",97.4651572636387,96
"584","SLK70_2003_1431",100.207580812818,364
"585","NIP81_2003_1437",68.3831153438733,97
"586","RED93_2003_1545",83.7896541415184,96
"587","SLK80_2003_1547",111.707463192592,96
"588","RED4_2014_2019",92.449362598399,94
"589","SLK13_2014_1881",84.6259825570243,108
"590","RED8_2014_1882",57.0248255626875,220
"591","RED29_2014_2017",126.748619411843,107
"592","RED17_2014_2020",97.8813423147166,107
"593","RED124_2011_1958",111.944942224307,78
"594","NIP92_2003_1402",69.1271890303433,97
"595","NIP68_2003_1407",67.0351631142045,364
"596","RED90_2003_1422",89.1624133839327,96
"597","RED91_2003_1438",83.5868053887218,96
"598","SLK101_2003_1480",92.3400772745295,364
"599","NIP72_2003_1483",71.3039076718417,364
"600","SLK94_2003_1494",93.1110569450899,364
"601","RED82_2003_1498",93.8701676694394,96
"602","NIP95_2003_1500",72.037017586448,364
