"","Fire_ID","Fire_Year","Fire_Start","BurnDay","Snow_Acc","SnowAccDay","SnowMeltDay","Snow_Melt","SnowCoverDays","ymdPS","peakSnow","sweMean","sweMedian","doPS","tdps","tssm","avg_cmi","avg_vpd","avgBio","cc","age"
"119","NIP413_2006_1656",2006,2006-09-14,256,2005-10-31,303,110,2006-04-21,172,2006-12-31,124.6592229,49.83478202,57.35400009,364,-254,146,-1.51,5.82666666666667,50.7372512817383,33.5249710083008,74.6669692993164
"120","NIP380_2006_1663",2006,2006-09-10,252,2005-09-11,253,110,2006-04-21,222,2006-12-31,108.8072508,41.70305269,38.70000076,364,-254,142,-1.59,6.07333333333333,64.6962356567383,49.4062538146973,85.7294387817383
"121","SLK40_2006_1672",2006,2006-07-16,196,2005-09-06,248,116,2006-04-27,233,2006-04-08,113.7732587,46.25363305,40.09000015,97,19,80,0.7,5.8225,54.9032135009766,49.2802505493164,91.3192367553711
"122","RED69_2006_1673",2006,2006-07-19,199,2005-11-11,314,116,2006-04-27,167,2006-03-27,105.681588,42.72348881,34.43333435,85,31,83,0.43,6.0475,64.134391784668,59.577808380127,90.4374084472656
"123","SLK38_2006_1674",2006,2006-08-03,214,2005-09-29,271,122,2006-05-03,216,2006-03-27,92.20849427,37.98057822,32.00999832,85,37,92,1.14,6.4225,48.4636573791504,37.4965209960938,84.9612579345703
"124","SLK42_2006_1675",2006,2006-07-15,195,2005-10-05,277,118,2006-04-29,206,2006-03-27,79.93647266,31.58333415,29.44000053,85,33,77,1.51,5.565,48.9388542175293,41.8292274475098,90.9729080200195
"125","RED188_2006_1676",2006,2006-09-01,243,2005-10-22,294,108,2006-04-19,179,2006-03-27,97.58952725,37.74089859,23.06999969,85,23,135,-0.39,5.86333333333333,49.3714752197266,47.6337432861328,72.3346252441406
"126","RED186_2006_1677",2006,2006-07-06,186,2005-09-29,271,109,2006-04-20,203,2006-03-26,93.18497693,35.62136035,20.95999908,84,25,77,-0.79,5.99,54.902717590332,50.4919929504395,70.8781585693359
"127","RED16_2006_1679",2006,2006-07-07,187,2005-10-29,301,115,2006-04-26,179,2006-03-27,86.37455692,33.05455698,18.65999985,85,30,72,-0.47,6.0825,33.8750648498535,30.4030342102051,62.9004440307617
"128","RED192_2006_1680",2006,2006-09-05,247,2005-11-11,314,113,2006-04-24,164,2006-03-26,65.39031097,26.01920585,13.89000034,84,29,134,-1.06,5.87166666666667,30.3290481567383,44.440372467041,49.4603309631348
"129","THU154_2006_1687",2006,2006-09-11,253,2005-10-18,290,118,2006-04-29,193,2006-12-31,83.88498897,29.13451202,24.55500031,364,-246,135,-0.7,6.70833333333333,99.8085632324219,70.1430358886719,90.583251953125
"130","THU232_2006_1690",2006,2006-09-09,251,2005-10-30,302,106,2006-04-17,169,2006-12-31,75.54540276,27.19093217,19.72999954,364,-258,145,-1.13,7.03333333333333,93.3345718383789,69.9381713867188,81.5349884033203
"131","RED68_2003_1428",2003,2003-06-23,173,2002-10-17,289,122,2003-05-03,198,2003-04-06,79.39899221,27.05534703,20.27000046,95,27,51,-3.4,7.035,53.2115478515625,50.4613952636719,55.5776748657227
"132","WAW13_2003_1409",2003,2003-06-15,165,2002-10-13,285,113,2003-04-24,193,2003-04-08,154.9211723,69.70432109,71.37798099,97,16,52,-0.04,5.61,70.3482131958008,51.9107246398926,80.0186386108398
"133","DRY57_2003_1410",2003,2003-06-21,171,2002-11-07,310,113,2003-04-24,168,2003-04-06,79.4416667,32.56598672,26.69000053,95,18,58,-0.46,6.25333333333333,67.7519912719727,60.2738647460938,63.8887710571289
"134","SLK58_2003_1412",2003,2003-06-21,171,2002-10-17,289,128,2003-05-09,204,2003-04-07,98.32335298,38.6997872,33.544503,96,32,43,-1.76,6.42,82.9887847900391,60.2226486206055,94.0567245483398
"135","NIP58_2003_1421",2003,2003-06-22,172,2002-10-22,294,120,2003-05-01,191,2003-04-04,98.64282163,43.09779398,42.63999939,93,27,52,-1.88,6.675,77.3956604003906,69.3851318359375,82.1611709594727
"136","KEN110_2003_1423",2003,2003-08-19,230,2002-11-07,310,97,2003-04-08,152,2003-03-13,63.45498728,16.20428789,8.690000534,71,26,133,-0.71,7.036,62.3498077392578,52.1711235046387,66.8829803466797
"137","DRY58_2003_1441",2003,2003-06-19,169,2002-10-07,279,104,2003-04-15,190,2003-03-13,48.80277337,13.05666437,4.08166647,71,33,65,-0.83,5.92333333333333,72.0473556518555,56.6502723693848,67.1446380615234
"138","SLK57_2003_1479",2003,2003-06-21,171,2002-10-18,290,128,2003-05-09,203,2003-04-07,104.1720186,45.4893748,49.06270251,96,32,43,-1.6,6.37,89.8035354614258,67.0212173461914,100.235748291016
"139","NIP17_2003_1485",2003,2003-05-26,145,2002-10-14,286,120,2003-05-01,199,2003-04-08,102.8497785,45.08987183,49.58200073,97,23,25,-1.72,5.79,94.1498031616211,71.2081832885742,108.052619934082
"140","NIP40_2007_1564",2007,2007-06-13,163,2006-10-31,303,114,2007-04-25,176,2007-04-16,109.7047862,36.57484989,11.89999962,105,9,49,2.91,5.42333333333333,27.9070243835449,19.6329174041748,84.6329803466797
"141","KEN41_2007_1566",2007,2007-08-03,214,2006-09-26,268,124,2007-05-05,221,2007-03-22,96.50427053,29.61151465,21.57999992,80,44,90,2.46,6.77,58.6764526367188,47.4532318115234,76.449462890625
"142","THU36_2007_1584",2007,2007-05-09,128,2006-10-15,287,112,2007-04-23,190,2007-03-20,97.23999786,31.48518181,6.300000191,78,34,16,1.95,4.12,44.7071800231934,49.1897659301758,49.5763053894043
"143","SUD46_2007_1586",2007,2007-05-20,139,2006-09-27,269,112,2007-04-23,208,2007-04-09,151.0725313,51.77417822,19.71500015,98,14,27,0.14,4.935,70.7498931884766,54.1416320800781,83.5306930541992
"144","SAU13_2007_1587",2007,2007-05-15,134,2006-10-16,288,108,2007-04-19,185,2007-04-11,223.9540885,81.3041944,39.56999969,100,8,26,0.41,5.39,96.9067153930664,64.8409652709961,86.3479232788086
"145","RED11_2007_1562",2007,2007-06-12,162,2006-09-27,269,134,2007-05-15,230,2007-04-14,119.4494761,40.8946545,42.13750076,103,31,28,0.91,5.12,34.5984802246094,36.2716102600098,71.5570297241211
"146","DRY8_2007_1565",2007,2007-04-30,119,2006-10-15,287,127,2007-05-08,205,2007-03-22,104.9619095,31.8388761,22.22999954,80,47,-8,3.54,4.545,66.3816452026367,46.6825942993164,87.5187454223633
"147","TIM3_2007_1585",2007,2007-05-24,143,2006-09-23,265,112,2007-04-23,212,2007-04-11,220.0372704,80.50167711,53.61999893,100,12,31,1.37,5.08,72.1528549194336,44.109016418457,102.621734619141
"148","PEM2_2007_1588",2007,2007-05-09,128,2006-11-07,310,107,2007-04-18,162,2007-03-21,155.152957,50.44146109,5.313333511,79,28,21,1.27,5.75,91.5924072265625,53.6163520812988,72.5685806274414
"149","THU19_2016_2001",2016,2016-05-23,143,2015-11-15,318,96,2016-04-06,143,2016-04-13,145.7700288,51.78047394,26.87000084,103,-7,47,0.32,4.27,59.3987617492676,65.9303741455078,62.0529747009277
"150","NOR32_2016_2002",2016,2016-08-02,214,2015-10-28,300,104,2016-04-14,169,2016-04-10,141.843246,50.93654127,9.215000153,100,4,110,-0.43,6.812,83.9672393798828,59.0363502502441,77.6148910522461
"151","NIP12_2016_2003",2016,2016-05-24,144,2015-11-15,318,101,2016-04-11,148,2016-04-13,122.6188173,47.62146006,39.18000031,103,-2,43,-0.19,4.425,63.7514457702637,50.9093055725098,93.6754913330078
"152","HEA4_2016_2004",2016,2016-05-24,144,2015-10-19,291,98,2016-04-08,172,2016-04-13,158.8084043,58.97419506,44.99595261,103,-5,46,-0.2,4.64,71.1298828125,65.8075256347656,67.4445533752441
"153","RED3_2016_2005",2016,2016-05-07,127,2015-10-16,288,92,2016-04-02,169,2016-02-29,67.10860403,21.79432029,3.843404875,59,33,35,2.4,4.715,41.9941482543945,41.6601676940918,61.2048416137695
"154","SUD35_2016_2006",2016,2016-06-21,172,2015-11-23,326,98,2016-04-08,137,2016-04-10,181.2255369,62.79452828,20.07500076,100,-2,74,-1.51,5.83666666666667,79.3637466430664,51.3490943908691,82.1951446533203
"155","WAW7_2016_2010",2016,2016-05-24,144,2015-10-06,278,98,2016-04-08,185,2016-04-10,181.5252024,70.49719123,53.44499969,100,-2,46,0.67,3.92,90.0579833984375,68.2709274291992,82.5601959228516
"156","HEA5_2016_2011",2016,2016-05-26,146,2015-10-24,296,98,2016-04-08,167,2016-04-13,160.1117717,59.31400634,45.41875076,103,-5,48,-0.14,4.65,96.0274505615234,74.7847518920898,104.080207824707
"157","SLK6_2016_2012",2016,2016-05-23,143,2015-09-23,265,139,2016-05-19,239,2016-04-13,68.62387189,25.24035488,18.27000046,103,36,4,0.12,4.92,35.4918823242188,35.3859901428223,71.7481231689453
"158","KEN18_2016_2014",2016,2016-05-09,129,2015-10-16,288,93,2016-04-03,170,2016-03-05,92.80725213,29.93294583,4.639999866,64,29,36,3.02,4.73,56.4501152038574,50.4835624694824,64.7320175170898
"159","APK20_2016_2015",2016,2016-08-10,222,2015-11-14,317,103,2016-04-13,151,2016-04-10,226.8356881,77.04976439,51.54416656,100,3,119,-1.77,8.264,109.664848327637,60.6946220397949,81.6519393920898
"160","NIP15_2016_2013",2016,2016-05-24,144,2015-10-20,292,111,2016-04-21,184,2016-04-13,106.5197246,42.88267,27.65999985,103,8,33,2.04,3.955,71.3239059448242,58.7977180480957,96.2695617675781
"161","SLK23_2016_2000",2016,2016-07-21,202,2015-09-29,271,134,2016-05-14,228,2016-04-13,72.61781379,26.40909133,25.32500076,103,31,68,0.56,6.16333333333333,32.1986770629883,24.3198394775391,92.9149856567383
"162","SLK29_2016_2007",2016,2016-07-18,199,2015-09-29,271,121,2016-05-01,215,2016-04-12,70.56358705,27.10867776,23.02000046,102,19,78,-0.38,6.47333333333333,87.154182434082,72.932373046875,92.6162185668945
"163","SLK30_2016_2016",2016,2016-07-18,199,2015-09-30,272,113,2016-04-23,206,2016-04-13,77.78652412,29.57645308,23.49499893,103,10,86,0.67,5.605,86.4521713256836,72.2966156005859,91.6261291503906
"164","NIP23_2016_2022",2016,2016-07-11,192,2015-09-29,271,113,2016-04-23,207,2016-04-13,87.45068544,33.52298026,19.88999939,103,10,79,1.41,5.4675,80.0508422851562,63.4092292785645,100.494972229004
"165","FOR2_2019_2166",2019,2019-05-12,131,2018-10-18,290,98,2019-04-09,173,2019-03-12,117.1918454,37.37392349,19.57999992,70,28,33,1,4.03,40.3453254699707,32.961669921875,62.791316986084
"166","RED38_2019_2171",2019,2019-07-02,182,2018-10-05,277,120,2019-05-01,208,2019-04-14,83.10594119,27.31035556,9.899999619,103,17,62,-0.05,6.79333333333333,67.3170318603516,65.1000518798828,78.6655197143555
"167","RED39_2019_2172",2019,2019-07-02,182,2018-10-04,276,118,2019-04-29,207,2019-04-11,86.14372755,28.92677522,12.66062952,100,18,64,0.48,5.9475,78.0033569335938,60.0178489685059,88.034782409668
"168","TIM2_2019_2173",2019,2019-06-08,158,2018-10-29,301,117,2019-04-28,181,2019-04-09,228.6432527,95.41770872,87.19048994,98,19,41,3.55,5.24333333333333,77.5005950927734,60.3902206420898,87.1436538696289
"169","RED14_2019_2176",2019,2019-05-31,150,2018-10-01,273,118,2019-04-29,210,2019-04-13,81.03159365,26.60757855,9.5625,102,16,32,0.94,4.04,79.3371047973633,64.7204666137695,80.1773147583008
"170","RED40_2019_2177",2019,2019-07-02,182,2018-10-04,276,119,2019-04-30,208,2019-04-14,90.64764024,29.20505127,9.227508042,103,16,63,0.62,5.92,71.8998489379883,56.1946716308594,85.7893981933594
"171","RED17_2019_2178",2019,2019-06-08,158,2018-10-05,277,119,2019-04-30,207,2019-04-14,100.5138683,33.40064582,15.5,103,16,39,1.26,4.94666666666667,67.3736038208008,50.7259483337402,92.6277694702148
"172","RED30_2019_2182",2019,2019-06-21,171,2018-09-26,268,127,2019-05-08,224,2019-04-14,60.81437861,19.01698105,4.980000019,103,24,44,-0.4,5.59,49.3849258422852,56.105827331543,75.8637771606445
"173","RED37_2019_2185",2019,2019-07-01,181,2018-10-01,273,121,2019-05-02,213,2019-04-12,87.1019453,28.92233717,10.36999989,101,20,60,0.04,6.85,46.8223609924316,36.6555328369141,83.2623519897461
"174","SLK22_2019_2187",2019,2019-07-04,184,2018-09-14,256,121,2019-05-02,230,2019-04-15,127.1894432,45.41557647,32.36000061,104,17,63,1.02,7.11666666666667,65.1058883666992,54.3939018249512,92.2922134399414
"175","SLK8_2019_2188",2019,2019-06-08,158,2018-10-01,273,121,2019-05-02,213,2019-04-15,140.5711846,47.89096203,33.05999756,104,17,37,0.48,5.76,52.2829780578613,41.8165092468262,86.4961013793945
"176","RED75_2019_2192",2019,2019-08-24,235,2018-09-12,254,108,2019-04-19,219,2019-03-19,86.26633042,27.45039999,9.095999718,77,31,127,0.44,6.238,87.4467849731445,81.1310882568359,69.7002143859863
"177","COC10_2019_2162",2019,2019-07-04,184,2018-09-18,260,139,2019-05-20,244,2019-04-12,191.6342657,83.24639293,73.41999817,101,38,45,1.17,6.27,38.9596405029297,28.904727935791,90.4274063110352
"178","SLK40_2019_2163",2019,2019-08-02,213,2018-10-01,273,121,2019-05-02,213,2019-04-15,57.45102165,18.6222873,6.699999809,104,17,92,0.17,6.1925,63.7112579345703,53.6145515441895,88.4237899780273
"179","RED23_2019_2164",2019,2019-06-17,167,2018-10-05,277,125,2019-05-06,213,2019-04-14,61.37384997,18.75811092,5.710000038,103,22,42,-0.26,5.505,67.2288131713867,55.2144355773926,87.0498123168945
"180","RED44_2019_2165",2019,2019-07-02,182,2018-09-29,271,118,2019-04-29,212,2019-04-08,82.86987423,28.89919557,12.57973274,97,21,64,0.54,5.8925,34.3942642211914,31.9098873138428,66.956916809082
"181","SLK38_2019_2167",2019,2019-07-29,209,2018-10-14,286,137,2019-05-18,216,2019-04-15,83.23811873,29.22092735,20.72999954,104,33,72,0.36,6.08,44.3740539550781,38.0280685424805,88.7998962402344
"182","SLK33_2019_2168",2019,2019-07-29,209,2018-10-01,273,137,2019-05-18,229,2019-04-15,60.36773835,20.66367376,8.329999924,104,33,72,-0.3,6.15333333333333,35.2899856567383,31.3549575805664,86.8569030761719
"183","RED45_2019_2169",2019,2019-07-05,185,2018-10-01,273,118,2019-04-29,210,2019-04-11,83.07383717,27.71717255,12.72641394,100,18,67,0.54,6.035,63.4122924804688,52.0537071228027,75.1847915649414
"184","SLK39_2019_2170",2019,2019-07-28,208,2018-10-01,273,137,2019-05-18,229,2019-04-15,89.39615993,30.88420783,17.37999916,104,33,71,0.09,6.14,68.0195846557617,54.396110534668,100.095985412598
"185","RED57_2019_2174",2019,2019-08-01,212,2018-09-26,268,121,2019-05-02,218,2019-04-14,60.26796424,20.11619583,6.349999905,103,18,91,0.18,6.1575,54.3616561889648,53.5552597045898,85.8151931762695
"186","SLK37_2019_2175",2019,2019-07-29,209,2018-09-23,265,136,2019-05-17,236,2019-04-15,70.58240941,23.67479152,9.279999733,104,32,73,-0.05,6.09333333333333,55.4706916809082,48.3355445861816,84.9287948608398
"187","NIP11_2019_2179",2019,2019-07-19,199,2018-10-13,285,102,2019-04-13,182,2019-03-09,99.9578726,29.33848916,4.716666698,67,35,97,1.02,5.2775,88.8317794799805,71.5660858154297,82.6241683959961
"188","RED59_2019_2180",2019,2019-08-01,212,2018-10-07,279,115,2019-04-26,201,2019-04-11,60.05497373,18.15818454,6.449999809,100,15,97,0.51,6.336,55.5634346008301,45.9020156860352,80.953369140625
"189","RED25_2019_2181",2019,2019-06-22,172,2018-10-15,287,121,2019-05-02,199,2019-04-14,60.19712298,19.32133207,6.289999962,103,18,51,0.19,5.51,45.1820945739746,44.835075378418,71.0641326904297
"190","SLK41_2019_2183",2019,2019-07-29,209,2018-10-01,273,138,2019-05-19,230,2019-04-15,84.12609922,30.00393142,21.35000038,104,34,71,0.64,5.92666666666667,40.9919662475586,30.6916790008545,82.9062347412109
"191","SLK31_2019_2184",2019,2019-07-15,195,2018-10-01,273,136,2019-05-17,228,2019-04-15,57.51429105,18.53020637,6.260000229,104,32,59,-0.82,6.32666666666667,40.2548942565918,34.1761131286621,84.1165771484375
"192","RED24_2019_2186",2019,2019-06-18,168,2018-10-04,276,121,2019-05-02,210,2019-04-14,67.11503719,21.24135826,5.550010031,103,18,47,0.32,5.71,42.5253982543945,43.169734954834,72.4154052734375
"193","RED49_2019_2189",2019,2019-07-09,189,2018-10-18,290,118,2019-04-29,193,2019-04-06,80.06166063,28.36069856,15.92285633,95,23,71,0.5,5.8925,37.4951934814453,37.4674835205078,61.3013305664062
"194","RED60_2019_2190",2019,2019-07-29,209,2018-09-23,265,137,2019-05-18,237,2019-04-14,60.13186289,19.92306312,6.079999924,103,34,72,-0.47,6.22,70.8752365112305,55.4595642089844,75.8803558349609
"195","RED62_2019_2193",2019,2019-08-03,214,2018-10-01,273,137,2019-05-18,229,2019-04-14,62.40516988,20.49850867,6.079999924,103,34,77,0.47,6.06,46.7494773864746,40.6199607849121,71.7837944030762
"196","NIP95_2017_2114",2017,2017-08-12,223,2016-09-19,262,129,2017-05-10,232,2017-04-30,147.6261717,56.91470719,66.02999878,119,10,94,0.92,6.265,74.4561080932617,51.7187271118164,100.920501708984
"197","RED31_2013_1862",2013,2013-07-04,184,2012-09-23,266,129,2013-05-10,228,2013-04-23,93.58868126,42.5936901,52.09955357,112,17,55,-1.35,6.86,78.6433486938477,56.4949607849121,83.6165161132812
"198","NIP40_2013_1870",2013,2013-07-02,182,2012-09-15,258,155,2013-06-05,262,2013-04-25,93.60270119,40.26864226,47.02000046,114,41,27,-0.41,6.655,66.4579315185547,44.1040840148926,102.214805603027
"199","THU16_2013_1877",2013,2013-06-08,158,2012-10-27,300,130,2013-05-11,195,2013-04-21,174.1885498,70.99598258,67.75,110,20,28,3.05,6.275,44.532413482666,34.4392776489258,83.5660858154297
"200","SLK25_2013_1861",2013,2013-06-10,160,2012-10-07,280,127,2013-05-08,212,2013-04-25,82.67556331,39.13756419,53.91500092,114,13,33,-0.69,5.36,37.2192268371582,30.9987640380859,81.7718124389648
"201","SLK18_2013_1878",2013,2013-06-09,159,2012-09-11,254,155,2013-06-05,266,2013-12-31,78.14888056,36.35107971,49.41999817,364,-209,4,-2.79,6.24,51.1358985900879,36.3897895812988,80.1066131591797
"202","NIP11_2013_1886",2013,2013-05-29,148,2012-10-12,285,135,2013-05-16,215,2013-04-25,86.83373994,35.95759159,40.91500092,114,21,13,2.66,4.28,27.9112892150879,25.184061050415,61.8628959655762
"203","RED24_2013_1892",2013,2013-07-03,183,2012-09-18,261,131,2013-05-12,235,2013-04-25,80.54710841,36.91570432,47.29499817,114,17,52,-1.31,6.95,46.4313812255859,36.0202598571777,73.9601974487305
"204","SLK24_2013_1895",2013,2013-06-10,160,2012-10-07,280,138,2013-05-19,223,2013-12-31,81.17296154,36.33852548,48.77764511,364,-226,22,-0.84,5.235,37.2109603881836,30.4755611419678,65.9249572753906
"205","NIP48_2013_1860",2013,2013-07-12,192,2012-09-26,269,137,2013-05-18,233,2013-04-25,89.17896691,37.94563956,46.63999939,114,23,55,0.78,5.95333333333333,30.812873840332,25.908805847168,69.5928573608398
"206","SLK45_2013_1863",2013,2013-07-13,193,2012-09-18,261,138,2013-05-19,242,2013-12-08,83.39816272,39.52544724,53.31000137,341,-203,55,-1.3,5.96,35.6404609680176,32.1046829223633,67.6436233520508
"207","NIP44_2013_1864",2013,2013-07-06,186,2012-10-07,280,127,2013-05-08,212,2013-04-21,155.2473735,62.57556117,65.43000031,110,17,59,3.34,6.04,45.4073448181152,39.7614517211914,85.8434143066406
"208","RED32_2013_1865",2013,2013-07-04,184,2012-09-23,266,131,2013-05-12,230,2013-04-25,91.64555281,42.00713158,51.48749924,114,17,53,-1.29,6.83333333333333,67.3806304931641,49.6349067687988,81.0879364013672
"209","NIP50_2013_1866",2013,2013-07-08,188,2012-09-21,264,135,2013-05-16,236,2013-04-25,87.03032201,41.15193574,54.70000076,114,21,53,-0.87,5.93,8.88993167877197,3.17401456832886,30.1679458618164
"210","NIP45_2013_1867",2013,2013-06-20,170,2012-10-11,284,127,2013-05-08,208,2013-04-21,109.2546469,44.30468527,49.63500214,110,17,43,1.79,5.49,50.8655700683594,45.7320365905762,90.4336776733398
"211","NIP43_2013_1868",2013,2013-07-04,184,2012-09-20,263,127,2013-05-08,229,2013-04-21,117.4419018,48.11223287,50.72000122,110,17,57,1.63,5.88,44.6010475158691,37.2036285400391,76.067756652832
"212","SLK27_2013_1869",2013,2013-06-09,159,2012-09-08,251,151,2013-06-01,265,2013-05-04,102.2213304,44.32441048,56.86357117,123,28,8,-3.28,6.48,47.4966125488281,35.8879661560059,77.61328125
"213","SLK19_2013_1871",2013,2013-06-08,158,2012-10-07,280,131,2013-05-12,216,2013-04-25,136.9496029,57.32909509,52.30500031,114,17,27,0.8,5.75,41.6323127746582,36.4072685241699,71.3701019287109
"214","NIP53_2013_1872",2013,2013-07-02,182,2012-09-06,249,135,2013-05-16,251,2013-04-25,92.61432493,38.30212697,42.2844429,114,21,47,0.96,5.99666666666667,30.8333797454834,23.8079280853271,73.5154266357422
"215","SLK16_2013_1873",2013,2013-06-10,160,2012-09-19,262,131,2013-05-12,234,2013-04-25,105.0807845,47.10586522,55.90166855,114,17,29,-0.64,5.62,49.257884979248,44.3320693969727,81.1963882446289
"216","NIP51_2013_1874",2013,2013-07-07,187,2012-10-08,281,135,2013-05-16,219,2013-12-31,76.70803331,30.41566546,39.08000183,364,-229,52,-0.74,5.89,19.6240406036377,16.1461544036865,42.8963165283203
"217","SLK35_2013_1875",2013,2013-07-04,184,2012-09-21,264,131,2013-05-12,232,2013-04-25,129.2980712,55.28727413,63.46500015,114,17,53,-0.5,6.29,79.3176116943359,71.0462646484375,81.0875015258789
"218","NIP19_2013_1876",2013,2013-07-05,185,2012-09-21,264,135,2013-05-16,236,2013-04-25,111.6951226,49.04461559,55.36000061,114,21,50,0.38,5.87,62.3930206298828,49.1179847717285,90.6565399169922
"219","NIP21_2013_1879",2013,2013-06-02,152,2012-09-22,265,131,2013-05-12,231,2013-04-25,108.8928018,47.88800936,53.91999817,114,17,21,-0.15,5.47,99.6204681396484,69.443489074707,105.567497253418
"220","RED56_2013_1884",2013,2013-07-18,198,2012-09-23,266,127,2013-05-08,226,2013-05-03,144.7251486,58.88980067,64.22999573,122,5,71,-2.07,6.63333333333333,30.9084129333496,27.0345840454102,78.6162109375
"221","SLK23_2013_1885",2013,2013-06-11,161,2012-10-07,280,138,2013-05-19,223,2013-07-21,83.31572468,36.72519838,46.88176727,201,-63,23,-0.9,5.21,35.9267959594727,32.1773872375488,70.9856643676758
"222","NIP25_2013_1887",2013,2013-06-10,160,2012-09-26,269,131,2013-05-12,227,2013-04-25,141.0212343,58.94844835,54.45833206,114,17,29,1.31,5.4,39.1135673522949,32.8122520446777,82.3469009399414
"223","RED41_2013_1888",2013,2013-07-07,187,2012-09-21,264,126,2013-05-07,227,2013-05-03,145.9027042,61.06589821,72.69499969,122,4,61,-2.21,6.55,30.3694362640381,28.6796817779541,58.5852317810059
"224","SLK22_2013_1889",2013,2013-06-09,159,2012-09-22,265,131,2013-05-12,231,2013-04-25,88.21214914,41.23805823,55.34000015,114,17,28,-1,5.525,34.4685592651367,26.178560256958,86.7150650024414
"225","SLK21_2013_1890",2013,2013-06-08,158,2012-10-08,281,127,2013-05-08,211,2013-05-04,116.3466418,50.5420943,63.57499695,123,4,31,-1.17,5.735,34.7170257568359,35.3606796264648,68.877799987793
"226","SLK31_2013_1891",2013,2013-06-24,174,2012-10-02,275,131,2013-05-12,221,2013-05-04,93.60795644,40.82970404,52.05211309,123,8,43,-1,5.395,27.5490856170654,26.0662155151367,58.2586479187012
"227","SLK37_2013_1893",2013,2013-07-05,185,2012-09-07,250,131,2013-05-12,246,2013-04-25,104.2302909,46.3761134,58.5633316,114,17,54,-1.49,6.46333333333333,46.0995635986328,37.9872970581055,87.7376708984375
"228","NIP23_2013_1894",2013,2013-06-08,158,2012-10-12,285,137,2013-05-18,217,2013-04-21,119.1804257,48.6951597,50.29000092,110,27,21,1.26,5.34,64.8961791992188,65.4998092651367,78.3915939331055
"229","SLK43_2013_1896",2013,2013-06-22,172,2012-10-06,279,138,2013-05-19,224,2013-05-04,77.52268234,33.63703014,42.34000015,123,15,34,-0.76,5.12,34.910400390625,29.7057704925537,64.1406707763672
"230","SLK41_2013_1897",2013,2013-07-30,210,2012-09-22,265,138,2013-05-19,238,2013-12-31,78.37709298,33.75357505,45.00999832,364,-226,72,-1.38,5.92333333333333,34.6097946166992,29.8009185791016,62.438793182373
"231","THU65_2012_1859",2012,2012-09-13,256,2011-10-04,276,126,2012-05-06,215,2012-03-11,103.832901,30.00486528,0.917692304,70,56,130,-0.14,7.238,71.339485168457,53.1204605102539,93.5026245117188
"232","SLK88_2011_1786",2011,2011-07-18,198,2010-10-16,288,103,2011-04-14,180,2011-04-20,86.81308836,33.9541558,39.31999969,109,-6,95,0.29,5.835,56.1610527038574,47.1472091674805,90.2303848266602
"233","RED55_2011_1787",2011,2011-07-19,199,2010-09-24,266,79,2011-03-21,178,2011-04-19,109.599653,40.71858396,42.34999847,108,-29,120,1.17,5.256,75.3536605834961,65.0603790283203,94.2755813598633
"234","RED122_2011_1794",2011,2011-07-21,201,2010-09-20,262,79,2011-03-21,182,2011-04-19,135.8947286,51.24048892,50.31999969,108,-29,122,1.14,5.258,88.6284255981445,60.0358810424805,102.262023925781
"235","RED26_2011_1806",2011,2011-07-02,182,2010-09-18,260,79,2011-03-21,184,2011-04-19,109.2351364,43.05145224,47.67749786,108,-29,103,1.01,5.248,62.2422027587891,55.5720825195312,81.1505584716797
"236","SLK70_2011_1807",2011,2011-07-09,189,2010-10-18,290,96,2011-04-07,171,2011-04-20,100.3333131,39.03162491,45.28673862,109,-13,93,0.25,5.97,55.6592445373535,46.8463935852051,95.3714447021484
"237","RED103_2011_1812",2011,2011-07-17,197,2010-09-14,256,94,2011-04-05,203,2011-04-19,121.0721554,44.47138447,44.74200058,108,-14,103,0.69,6.0675,54.9686317443848,39.6738815307617,83.0565795898438
"238","SLK60_2011_1815",2011,2011-07-09,189,2010-10-18,290,81,2011-03-23,156,2011-04-19,102.7521847,39.65627923,44.88151408,108,-27,108,0.88,5.25,56.718807220459,46.1331481933594,100.430107116699
"239","SLK95_2011_1817",2011,2011-07-19,199,2010-09-19,261,79,2011-03-21,183,2011-03-31,107.8991569,41.02184435,44.24000168,89,-10,120,1.05,5.194,90.323371887207,66.4807815551758,111.568351745605
"240","SLK61_2011_1819",2011,2011-07-07,187,2010-10-02,274,80,2011-03-22,171,2011-03-31,106.9461261,39.35673684,38.7048109,89,-9,107,0.97,5.21,63.9951782226562,56.1114959716797,88.3338317871094
"241","SLK64_2011_1820",2011,2011-07-07,187,2010-09-24,266,81,2011-03-23,180,2011-03-31,102.3110271,38.01594597,36.59683858,89,-8,106,0.9,5.22,86.9743423461914,61.8195724487305,104.763107299805
"242","SLK65_2011_1822",2011,2011-07-05,185,2010-09-05,247,79,2011-03-21,197,2011-04-19,103.8103475,39.29845665,43.2899971,108,-29,106,0.5,5.366,59.6384506225586,52.3497657775879,114.524070739746
"243","RED84_2011_1823",2011,2011-07-12,192,2010-09-20,262,80,2011-03-22,183,2011-03-31,99.08830822,36.68653446,35.88819465,89,-9,112,0.64,5.256,86.6707534790039,59.0771789550781,97.9295120239258
"244","THU33_2011_1829",2011,2011-06-08,158,2010-10-28,300,94,2011-04-05,159,2011-04-20,92.34684132,35.15736958,38.85428619,109,-15,64,-1.52,5.86333333333333,90.1442794799805,65.4109649658203,98.8396224975586
