"","Fire_ID","Fire_Year","Fire_Start","BurnDay","Snow_Acc","SnowAccDay","SnowMeltDay","Snow_Melt","SnowCoverDays","ymdPS","peakSnow","sweMean","sweMedian","doPS","tdps","tssm","avg_cmi","avg_vpd","avgBio","cc","age"
"245","THU22_2011_1831",2011,2011-05-20,139,2010-10-17,289,79,2011-03-21,155,2011-04-19,91.56041879,37.42470289,40.31000137,108,-29,60,0.96,3.95666666666667,94.2483596801758,65.1448669433594,96.1221618652344
"246","KEN27_2011_1832",2011,2011-07-10,190,2010-10-01,273,78,2011-03-20,170,2011-12-31,72.16531662,24.16613972,17.14999962,364,-286,112,0.33,5.224,55.9006881713867,63.1649398803711,67.0142631530762
"247","NIP66_2011_1835",2011,2011-08-01,212,2010-09-26,268,78,2011-03-20,175,2011-04-03,142.4165195,54.07115106,46.52666473,92,-14,134,0.19,5.32166666666667,89.556526184082,59.6379814147949,100.313232421875
"248","SAU20_2011_1837",2011,2011-10-09,281,2010-11-21,324,77,2011-03-19,118,2011-03-16,112.2145566,38.79624253,31.15999985,74,3,204,2.92,5.295,118.581024169922,69.730094909668,103.477439880371
"249","RED23_2011_1795",2011,2011-07-05,185,2010-10-02,274,79,2011-03-21,170,2011-03-31,96.74423675,34.99894798,37.43000031,89,-10,106,0.62,5.264,25.8090496063232,36.2180519104004,58.7527236938477
"250","SLK38_2011_1798",2011,2011-06-18,168,2010-10-17,289,97,2011-04-08,173,2011-04-20,85.51159364,33.79540873,40.33545559,109,-12,71,0.7,5.32,35.5108642578125,37.3565979003906,78.4501647949219
"251","RED58_2011_1799",2011,2011-07-07,187,2010-09-20,262,79,2011-03-21,182,2011-04-21,102.1376824,39.09874623,44.02000046,110,-31,108,1.02,5.29,55.4962425231934,50.3067893981934,81.4579620361328
"252","RED82_2011_1800",2011,2011-07-17,197,2010-10-03,275,79,2011-03-21,169,2011-04-18,101.2270974,37.63800854,40.61605568,107,-28,118,1.11,5.298,75.0384902954102,63.8536682128906,96.3596649169922
"253","RED85_2011_1818",2011,2011-07-12,192,2010-09-19,261,78,2011-03-20,182,2011-03-26,113.9679412,39.82715609,35.70738189,84,-6,114,0.47,5.406,66.5843505859375,54.1078643798828,79.6591949462891
"254","SLK35_2011_1821",2011,2011-06-15,165,2010-10-10,282,81,2011-03-23,164,2011-04-19,105.8016854,40.47977353,45.43144543,108,-27,84,0.23,4.865,86.1716842651367,63.0207405090332,104.952484130859
"255","THU51_2011_1828",2011,2011-08-01,212,2010-10-31,303,85,2011-03-27,147,2011-04-19,91.5175197,35.18527785,41.02000046,108,-23,127,-1.33,6.315,110.984588623047,74.5216827392578,108.35669708252
"256","SLK84_2011_1669",2011,2011-07-16,196,2010-10-19,291,81,2011-03-23,155,2011-04-20,93.6686051,36.03331161,40.65000153,109,-28,115,0.63,5.166,79.3613510131836,62.9095191955566,104.378829956055
"257","RED51_2011_1670",2011,2011-07-04,184,2010-10-02,274,79,2011-03-21,170,2011-04-19,129.4497842,47.89122179,45.60444641,108,-29,105,1.22,5.292,63.5004081726074,53.4135932922363,103.672866821289
"258","RED36_2011_1671",2011,2011-07-05,185,2010-09-23,265,79,2011-03-21,179,2011-04-19,122.8975565,47.28277028,48.97999954,108,-29,106,1.2,5.232,40.8884696960449,37.0179176330566,89.103874206543
"259","RED65_2011_1777",2011,2011-07-18,198,2010-10-02,274,79,2011-03-21,170,2011-03-31,102.4233973,35.13852836,33.45999908,89,-10,119,0.49,5.308,25.9763088226318,39.6315994262695,52.1513557434082
"260","RED114_2011_1778",2011,2011-07-16,196,2010-09-18,260,79,2011-03-21,184,2011-03-28,123.6683835,43.72792204,42,86,-7,117,0.61,5.384,108.62378692627,73.6061248779297,92.675651550293
"261","RED107_2011_1779",2011,2011-07-18,198,2010-09-28,270,106,2011-04-17,201,2011-05-02,108.7925981,42.78753118,46.95999908,121,-15,92,0.71,5.8275,30.3398265838623,32.4188652038574,66.6921577453613
"262","RED118_2011_1780",2011,2011-07-18,198,2010-09-20,262,82,2011-03-24,185,2011-05-02,106.0969615,40.92720662,46.11000061,121,-39,116,1.03,5.08,42.5003700256348,39.6973609924316,82.8558807373047
"263","SLK85_2011_1781",2011,2011-07-18,198,2010-09-29,271,104,2011-04-15,198,2011-04-20,86.71233896,34.47277216,34.54000092,109,-5,94,-0.49,5.5425,42.8628883361816,34.0676460266113,78.7497100830078
"264","SLK87_2011_1782",2011,2011-07-16,196,2010-09-23,265,113,2011-04-24,213,2011-04-20,77.53569899,30.86452148,35.75,109,4,83,-0.22,5.88,71.3846817016602,55.7803001403809,94.4552001953125
"265","RED100_2011_1783",2011,2011-07-17,197,2010-09-28,270,79,2011-03-21,174,2011-05-02,112.3929749,43.60672826,49.35451998,121,-42,118,1.05,5.084,50.1227607727051,51.4905662536621,80.7814254760742
"266","RED54_2011_1784",2011,2011-07-17,197,2010-09-24,266,79,2011-03-21,178,2011-05-02,107.7726711,41.94546844,48.47000122,121,-42,118,1.16,5.148,53.9003677368164,53.3080940246582,83.6284408569336
"267","SLK48_2011_1785",2011,2011-07-04,184,2010-10-17,289,103,2011-04-14,179,2011-04-20,93.68375804,36.40625379,34.90999985,109,-6,81,-0.44,5.665,46.8270988464355,38.8844718933105,87.0581817626953
"268","SLK47_2011_1788",2011,2011-07-03,183,2010-10-20,292,81,2011-03-23,154,2011-04-20,114.2284172,42.94073422,45.3585701,109,-28,102,0.91,5.17,61.3083038330078,48.3945922851562,104.250701904297
"269","RED32_2011_1789",2011,2011-07-06,186,2010-10-13,285,79,2011-03-21,159,2011-04-13,133.0226966,50.10445339,47.54999924,102,-23,107,1.01,5.278,50.5887641906738,54.6331100463867,83.2647094726562
"270","RED123_2011_1790",2011,2011-07-19,199,2010-09-23,265,79,2011-03-21,179,2011-03-31,99.21006176,36.32534358,39.11999893,89,-10,120,0.72,5.192,53.4503479003906,52.5887069702148,72.1064376831055
"271","NIP40_2011_1791",2011,2011-07-11,191,2010-09-23,265,102,2011-04-13,202,2011-04-20,119.4678099,43.23856932,42.0290532,109,-7,89,0.72,5.9375,79.5884552001953,58.8076782226562,102.656356811523
"272","RED53_2011_1792",2011,2011-07-07,187,2010-09-20,262,79,2011-03-21,182,2011-04-19,126.7671174,46.50167663,45.74333572,108,-29,108,1.32,5.216,81.5557022094727,61.6018104553223,106.016120910645
"273","RED120_2011_1793",2011,2011-07-20,200,2010-10-01,273,79,2011-03-21,171,2011-03-31,93.54225774,33.68029283,35.18999863,89,-10,121,0.55,5.248,42.0102500915527,52.7022476196289,56.8802642822266
"274","RED24_2011_1796",2011,2011-07-04,184,2010-10-26,298,79,2011-03-21,146,2011-05-02,106.1269293,40.38961891,46.35238266,121,-42,105,0.88,5.154,51.9729385375977,54.6890525817871,74.5890197753906
"275","RED22_2011_1797",2011,2011-07-03,183,2010-10-21,293,79,2011-03-21,151,2011-05-02,101.3676803,38.67356142,43.72000122,121,-42,104,0.9,5.172,54.6475982666016,50.0038299560547,78.8726196289062
"276","RED73_2011_1801",2011,2011-07-07,187,2010-09-14,256,79,2011-03-21,188,2011-03-31,98.499211,40.08002622,44.31000137,89,-10,108,0.67,5.054,62.1325836181641,50.4895973205566,98.1810302734375
"277","RED101_2011_1802",2011,2011-07-10,190,2010-09-23,265,106,2011-04-17,206,2011-04-18,99.03276709,37.32435231,42.22000122,107,-1,84,0.46,6.01,77.3553924560547,57.673397064209,94.0378036499023
"278","RED106_2011_1803",2011,2011-07-21,201,2010-09-11,253,79,2011-03-21,191,2011-04-18,106.1567462,40.886031,46.42666626,107,-28,122,1.18,5.268,80.537467956543,64.5789794921875,101.121940612793
"279","RED96_2011_1804",2011,2011-07-18,198,2010-09-17,259,79,2011-03-21,185,2011-04-18,107.1881666,41.5438473,46.8950903,107,-28,119,1.06,5.302,64.5413131713867,55.1661605834961,91.0785293579102
"280","SLK50_2011_1805",2011,2011-07-16,196,2010-10-19,291,82,2011-03-24,156,2011-04-20,100.4276636,38.600245,43.54571152,109,-27,114,0.67,5.182,53.1642646789551,49.314510345459,90.7211761474609
"281","SLK51_2011_1808",2011,2011-07-16,196,2010-10-18,290,81,2011-03-23,156,2011-04-20,106.2352552,40.72891498,45.50999832,109,-28,115,0.71,5.186,62.6783790588379,50.2399864196777,98.0369567871094
"282","RED29_2011_1809",2011,2011-07-07,187,2010-09-16,258,79,2011-03-21,186,2011-04-19,111.7279748,43.26019195,46.04098054,108,-29,108,1.17,5.27,55.0164642333984,48.9978675842285,86.7711181640625
"283","SLK76_2011_1810",2011,2011-07-15,195,2010-09-20,262,82,2011-03-24,185,2011-04-19,96.2885228,37.16844089,44.59000015,108,-26,113,1.08,5.196,54.0609970092773,46.7321929931641,99.1831817626953
"284","NIP55_2011_1811",2011,2011-07-21,201,2010-10-10,282,81,2011-03-23,164,2011-04-20,118.6833789,43.32448421,42.72000122,109,-28,120,1.06,5.172,82.779655456543,65.9534759521484,108.16561126709
"285","RED50_2011_1813",2011,2011-07-16,196,2010-09-23,265,79,2011-03-21,179,2011-04-19,131.4458793,48.71019185,47.38999939,108,-29,117,1.23,5.28,55.189380645752,42.0744819641113,97.6961669921875
"286","RED52_2011_1814",2011,2011-07-06,186,2010-09-23,265,79,2011-03-21,179,2011-04-19,125.1119985,46.1624643,45.83889008,108,-29,107,1.22,5.242,44.9305534362793,46.0865440368652,92.9747772216797
"287","RED72_2011_1816",2011,2011-07-18,198,2010-10-17,289,79,2011-03-21,155,2011-03-31,96.74598133,33.54776125,32.56999969,89,-10,119,0.44,5.318,38.0326271057129,48.8253402709961,55.7984504699707
"288","SLK82_2011_1824",2011,2011-07-15,195,2010-09-23,265,95,2011-04-06,195,2011-04-20,114.3727483,42.31026133,41.59000015,109,-14,100,-0.59,6.4675,88.5614471435547,62.7898559570312,106.401832580566
"289","THU58_2011_1825",2011,2011-07-30,210,2010-09-18,260,79,2011-03-21,184,2011-04-19,93.49137167,36.40186599,39.13999939,108,-29,131,-0.4,5.646,119.454368591309,78.7686614990234,102.997512817383
"290","THU50_2011_1826",2011,2011-07-23,203,2010-10-04,276,82,2011-03-24,171,2011-04-19,92.36985267,35.05834244,37.88999939,108,-26,121,-0.6,5.764,92.1394500732422,61.8628807067871,100.74161529541
"291","COC25_2011_1827",2011,2011-08-10,221,2010-10-18,290,80,2011-03-22,155,2011-04-20,164.340535,67.96401724,74.84999847,109,-29,141,1.05,5.57166666666667,45.5755386352539,39.3491287231445,99.9307250976562
"292","THU80_2011_1830",2011,2011-09-04,246,2010-10-03,275,79,2011-03-21,169,2011-04-19,91.08188071,35.97619019,39.83000183,108,-29,167,-0.88,6.17857142857143,104.663497924805,69.2104797363281,98.2773818969727
"293","FOR42_2011_1834",2011,2011-08-29,240,2010-09-19,261,76,2011-03-18,180,2011-12-31,60.13869792,18.67581524,13.72000027,364,-288,164,0.6,6.25833333333333,91.3668060302734,70.881965637207,77.1707534790039
"294","FOR17_2011_1836",2011,2011-07-21,201,2010-10-24,296,76,2011-03-18,145,2011-03-14,55.2625625,18.60502768,13.77999973,72,4,125,1.82,5.664,92.8269653320312,63.698127746582,76.418342590332
"295","RED7_2009_1725",2009,2009-06-18,168,2008-10-05,278,75,2009-03-17,162,2009-04-11,81.95612261,25.56847749,21.33857155,100,-25,93,3.94,3.73,61.5681953430176,54.9792938232422,91.2510604858398
"296","SLK25_2009_1726",2009,2009-06-26,176,2008-09-19,262,90,2009-04-01,193,2009-04-11,91.32716983,29.62258414,22.89999962,100,-10,86,3.83,4.29,79.4528961181641,63.3703575134277,102.148529052734
"297","SLK24_2009_1727",2009,2009-06-25,175,2008-09-10,253,91,2009-04-02,203,2009-04-01,90.53361509,29.52898196,23.69000053,90,1,84,4.24,4.29666666666667,88.9290161132812,69.4905014038086,105.761054992676
"298","KEN28_2015_1959",2015,2015-05-24,143,2014-11-21,324,86,2015-03-28,127,2015-03-09,84.61957722,27.59299207,14.91666698,67,19,57,2.15,4.21666666666667,54.2766952514648,47.637767791748,62.5227890014648
"299","RED10_2015_1960",2015,2015-05-28,147,2014-10-08,280,110,2015-04-21,195,2015-03-30,81.29632848,30.16468591,27.60000038,88,22,37,0.48,4.54,82.277946472168,60.9737205505371,90.5129547119141
"300","COC12_2015_1961",2015,2015-06-29,179,2014-10-01,273,122,2015-05-03,214,2015-04-09,163.7369958,67.31642546,71.31999969,98,24,57,2.85,6.415,95.8469085693359,67.5728454589844,87.5703353881836
"301","SUD38_2015_1970",2015,2015-07-31,211,2014-10-12,284,110,2015-04-21,191,2015-04-01,128.12829,46.88325118,49.6166687,90,20,101,-0.12,6.5725,88.209716796875,63.0343894958496,83.3954849243164
"302","KEN5_2015_1971",2015,2015-04-16,105,2014-10-21,293,90,2015-04-01,162,2015-03-09,59.64209288,18.5444885,11.10000038,67,23,15,-0.71,4.1,56.5638732910156,51.7094802856445,61.629581451416
"303","RED50_2015_1999",2015,2015-07-12,192,2014-11-06,309,110,2015-04-21,166,2015-03-09,56.94951937,18.23334988,11.64999962,67,43,82,0.24,6.305,47.3719139099121,69.7771835327148,43.458911895752
"304","NIP38_2015_1995",2015,2015-06-26,176,2014-10-07,279,123,2015-05-04,209,2015-04-08,92.5145922,34.84090921,32.93500137,97,26,53,0.82,5.645,96.1356735229492,70.8339920043945,102.776863098145
"305","SLK32_2015_1980",2015,2015-06-27,177,2014-09-17,259,110,2015-04-21,216,2015-04-07,63.55585255,19.13883332,19.10499954,96,14,67,-0.31,4.85666666666667,43.6677932739258,40.609001159668,81.7331848144531
"306","RED7_2015_1998",2015,2015-05-28,147,2014-10-08,280,110,2015-04-21,195,2015-03-20,71.59759324,24.57542275,14.69999981,78,32,37,0.48,4.605,56.5830497741699,47.1212005615234,79.9882125854492
"307","RED59_2015_1962",2015,2015-07-08,188,2014-09-07,249,122,2015-05-03,238,2015-04-08,33.9691576,8.011868508,4.579999924,97,25,66,-0.11,6.24,43.3531723022461,37.3784713745117,77.5806732177734
"308","SLK55_2015_1963",2015,2015-07-11,191,2014-09-07,249,130,2015-05-11,246,2015-04-08,52.9700058,15.30118146,14.83625031,97,33,61,0.32,5.85,36.8224792480469,35.4282150268555,67.637279510498
"309","NIP20_2015_1965",2015,2015-06-09,159,2014-10-07,279,111,2015-04-22,197,2015-04-08,76.24215404,29.57735448,28.68000031,97,14,48,2.13,4.37,14.0655107498169,10.3845682144165,27.0905418395996
"310","RED24_2015_1966",2015,2015-06-26,176,2014-11-12,315,109,2015-04-20,159,2015-03-09,56.07306554,17.88475641,14.6257143,67,42,67,-1.31,5.73,17.1117248535156,10.1667032241821,36.3633041381836
"311","SLK19_2015_1967",2015,2015-06-09,159,2014-09-16,258,121,2015-05-02,228,2015-04-08,74.67849562,24.49267471,22.52000046,97,24,38,-0.38,5.395,56.3266258239746,47.7366638183594,89.2226638793945
"312","RED44_2015_1968",2015,2015-07-16,196,2014-10-31,303,110,2015-04-21,172,2015-03-09,51.58806527,16.54301869,14.02000046,67,43,86,-0.86,6.2425,58.3627128601074,57.376651763916,61.5441970825195
"313","SLK53_2015_1969",2015,2015-07-09,189,2014-09-18,260,110,2015-04-21,215,2015-04-07,76.59578433,22.97207768,17.1483345,96,14,79,0.42,5.6975,55.6415710449219,46.6508255004883,94.9380416870117
"314","NIP31_2015_1972",2015,2015-07-01,181,2014-09-16,258,123,2015-05-04,230,2015-04-08,84.66409359,32.24518825,31.36999893,97,26,58,1.49,6.09,94.1336059570312,69.2875366210938,103.182548522949
"315","NIP32_2015_1973",2015,2015-07-01,181,2014-10-13,285,110,2015-04-21,190,2015-04-08,90.40451658,34.12940425,31.88999939,97,13,71,2.17,5.46,100.365219116211,83.4805526733398,94.6344375610352
"316","SLK23_2015_1974",2015,2015-06-27,177,2014-09-07,249,110,2015-04-21,226,2015-04-08,113.8513189,43.51919095,45.34000015,97,13,67,1.66,4.89,98.1887054443359,75.6884765625,105.659706115723
"317","SLK30_2015_1975",2015,2015-07-01,181,2014-09-17,259,112,2015-04-23,218,2015-04-08,105.9332419,39.18882792,39.72999954,97,15,69,1.85,5.4475,52.8587608337402,43.9172592163086,86.6493530273438
"318","NIP24_2015_1976",2015,2015-07-03,183,2014-10-07,279,120,2015-05-01,206,2015-04-08,92.46360442,34.75815646,32.7519989,97,23,63,1.34,6.30666666666667,70.334831237793,61.829273223877,87.8437042236328
"319","COC13_2015_1977",2015,2015-06-23,173,2014-10-20,292,111,2015-04-22,184,2015-04-09,118.2661642,48.50666568,50.75,98,13,62,2.54,4.89666666666667,36.5768280029297,31.5384654998779,94.7975234985352
"320","NIP23_2015_1979",2015,2015-06-22,172,2014-10-05,277,117,2015-04-28,205,2015-04-08,76.90654055,28.14977907,26.63750076,97,20,55,1.91,4.40333333333333,42.1051597595215,33.0750617980957,75.1379852294922
"321","SLK21_2015_1981",2015,2015-06-28,178,2014-10-12,284,110,2015-04-21,191,2015-04-07,99.10002726,34.39197352,34.12250137,96,14,68,0.21,4.81333333333333,82.8044128417969,64.7994003295898,101.032333374023
"322","SLK67_2015_1982",2015,2015-07-15,195,2014-09-15,257,126,2015-05-07,234,2015-04-08,53.96325781,15.87956944,16.16181755,97,29,69,0.49,5.77333333333333,34.26318359375,29.3597373962402,63.3513145446777
"323","RED25_2015_1983",2015,2015-07-04,184,2014-10-08,280,109,2015-04-20,194,2015-03-09,45.71283294,13.54506582,5.809999943,67,42,75,-0.53,6.335,53.5123405456543,45.6282653808594,70.1082000732422
"324","NIP19_2015_1984",2015,2015-06-08,158,2014-09-17,259,121,2015-05-02,227,2015-04-08,73.33630613,26.1174285,25.26799965,97,24,37,0.25,5.215,41.336296081543,32.3209037780762,73.5960998535156
"325","SLK36_2015_1985",2015,2015-06-29,179,2014-09-11,253,114,2015-04-25,226,2015-04-08,94.83379592,34.56018928,32.79999924,97,17,65,1.42,4.70333333333333,47.6270446777344,42.5152473449707,84.2725372314453
"326","RED11_2015_1986",2015,2015-05-27,146,2014-09-03,245,119,2015-04-30,239,2015-03-30,83.05233836,30.12913835,25.80999947,88,31,27,0.4,4.615,84.5282745361328,56.2383613586426,76.4936599731445
"327","RED58_2015_1987",2015,2015-07-15,195,2014-11-03,306,110,2015-04-21,169,2015-04-07,31.4469441,5.994316538,2.5,96,14,85,0.1,5.605,46.3377723693848,46.4356842041016,76.3026809692383
"328","SLK62_2015_1988",2015,2015-07-15,195,2014-10-06,278,121,2015-05-02,208,2015-04-08,66.92661089,22.47595303,21.82999992,97,24,74,0.97,5.85333333333333,32.9736137390137,24.5672302246094,59.9816093444824
"329","SLK41_2015_1989",2015,2015-06-30,180,2014-09-11,253,110,2015-04-21,222,2015-04-07,88.62589366,30.78362677,31.22999954,96,14,70,0.47,4.77333333333333,66.0592956542969,59.3942108154297,84.8917236328125
"330","NIP30_2015_1990",2015,2015-06-29,179,2014-10-07,279,111,2015-04-22,197,2015-04-08,89.68274719,34.14908184,31.38333321,97,14,68,1.73,4.67666666666667,55.8855514526367,48.9104690551758,89.8807907104492
"331","NIP17_2015_1991",2015,2015-06-22,172,2014-10-07,279,114,2015-04-25,200,2015-04-08,67.18759312,24.82354509,26.05038267,97,17,58,1.79,4.30666666666667,34.8379249572754,28.9326877593994,66.3705406188965
"332","SLK28_2015_1992",2015,2015-06-27,177,2014-10-05,277,110,2015-04-21,198,2015-04-07,113.3799374,40.43052365,37.75666428,96,14,67,0.48,4.84,87.014518737793,67.7246398925781,100.771560668945
"333","RED17_2015_1993",2015,2015-06-18,168,2014-10-05,277,110,2015-04-21,198,2015-04-07,22.10399051,4.780243343,2.829999924,96,14,58,-0.54,5.22666666666667,67.2536926269531,54.634334564209,85.3055267333984
"334","RED16_2015_1994",2015,2015-06-18,168,2014-10-19,291,110,2015-04-21,184,2015-04-07,25.61168137,4.78241158,2.180000067,96,14,58,-0.49,5.22,41.1533088684082,33.2636451721191,66.3967704772949
"335","RED46_2015_1996",2015,2015-07-02,182,2014-11-03,306,110,2015-04-21,169,2015-03-09,55.57790779,17.62650906,14.72999954,67,43,72,-0.99,6.3225,87.4697341918945,65.556037902832,77.8076629638672
"336","SLK57_2015_1997",2015,2015-07-11,191,2014-10-07,279,110,2015-04-21,196,2015-04-07,65.46039089,19.7648235,19.23999977,96,14,81,0.13,5.6425,50.5600776672363,50.8867111206055,86.1805801391602
"337","SLK26_2017_2089",2017,2017-07-27,207,2016-10-10,283,126,2017-05-07,208,2017-04-29,185.0748683,69.62299969,81.27000427,118,8,81,0.97,6.66,77.0714569091797,60.5641441345215,91.4187698364258
"338","NIP99_2017_2094",2017,2017-08-14,225,2016-11-08,312,121,2017-05-02,174,2017-04-27,194.1159033,74.98894263,83.55000305,116,5,104,1.2,5.945,48.0934219360352,35.1698608398438,76.1303176879883
"339","SLK237_2017_1939",2017,2017-10-19,291,2016-10-13,286,119,2017-04-30,198,2017-04-29,221.6396146,85.11894188,104.435997,118,1,172,2.48,5.61857142857143,9.14737319946289,6.29195785522461,52.7573356628418
"340","SLK45_2017_1940",2017,2017-07-31,211,2016-09-09,252,119,2017-04-30,232,2017-03-25,160.2557477,52.79487433,53.48500061,83,36,92,0.78,5.315,49.6084594726562,48.9165153503418,85.9526138305664
"341","RED23_2017_1941",2017,2017-07-29,209,2016-09-19,262,111,2017-04-22,214,2017-12-31,36.02601254,7.587306731,0,364,-253,98,-1.01,6.14,43.4091033935547,42.7643241882324,63.0013809204102
"342","NIP78_2017_1942",2017,2017-08-08,219,2016-09-22,265,127,2017-05-08,227,2017-04-30,229.322652,92.07293921,109.7860031,119,8,92,1.48,6.6025,38.8596153259277,29.6041889190674,88.3761978149414
"343","NIP37_2017_1945",2017,2017-07-31,211,2016-10-13,286,127,2017-05-08,206,2017-04-30,196.2819061,79.05070921,90.76593218,119,8,84,3.41,5.97333333333333,73.8274765014648,58.5387268066406,98.1174850463867
"344","SLK187_2017_1946",2017,2017-08-18,229,2016-09-26,269,127,2017-05-08,223,2017-04-28,114.6229878,41.82315331,23.55500031,117,10,102,-0.88,6.43,43.4975090026855,40.1145820617676,82.7246856689453
"345","SLK8_2017_1947",2017,2017-07-14,194,2016-10-17,290,123,2017-05-04,198,2017-03-25,121.0362323,42.54829679,31.96500015,83,40,71,0.25,5.77333333333333,28.8281307220459,24.9030628204346,70.3078308105469
"346","SLK32_2017_1948",2017,2017-07-29,209,2016-10-09,282,119,2017-04-30,202,2017-03-25,78.39452441,15.61805003,3.140000105,83,36,90,0.64,5.535,84.2314682006836,65.7542724609375,100.555686950684
"347","SLK42_2017_1949",2017,2017-07-29,209,2016-10-08,281,127,2017-05-08,211,2017-04-29,238.038336,95.08289066,114.8733368,118,9,82,2.19,6.56,102.899421691895,74.4274215698242,105.377838134766
"348","SLK36_2017_1950",2017,2017-08-01,212,2016-10-10,283,119,2017-04-30,201,2017-04-29,242.7105872,95.70582045,108.4000015,118,1,93,1.74,6.168,95.1431732177734,72.0810394287109,101.671371459961
"349","SLK129_2017_1951",2017,2017-08-11,222,2016-10-07,280,133,2017-05-14,218,2017-03-25,129.8104315,45.38522917,43.86000061,83,50,89,-0.42,5.9675,38.9653816223145,33.4064903259277,74.5699234008789
"350","NIP12_2017_1952",2017,2017-07-07,187,2016-10-17,290,130,2017-05-11,205,2017-04-27,143.2775434,49.49800641,50.93499756,116,14,57,1.23,6.71666666666667,16.6992359161377,14.730450630188,54.3768119812012
"351","NIP40_2017_1953",2017,2017-07-30,210,2016-09-23,266,120,2017-05-01,219,2017-04-30,215.1231203,86.00940245,103.1999969,119,1,90,2.91,6.21,104.084701538086,79.3522109985352,100.290222167969
"352","NIP75_2017_1954",2017,2017-08-11,222,2016-10-21,294,126,2017-05-07,197,2017-04-27,229.615304,93.14013527,108.1800003,116,10,96,0.67,6.8,48.3516387939453,45.1286964416504,94.1175003051758
"353","NIP46_2017_1955",2017,2017-08-29,240,2016-10-22,295,124,2017-05-05,194,2017-04-30,195.3509767,76.37988622,89.62000275,119,5,116,1.53,6.39,60.8081169128418,50.7286338806152,93.0409774780273
"354","SLK102_2017_1956",2017,2017-08-13,224,2016-10-13,286,119,2017-04-30,198,2017-04-29,129.0167491,46.59513228,34.15000153,118,1,105,0.23,5.786,55.9821319580078,48.6241226196289,86.5168380737305
"355","NIP64_2017_1957",2017,2017-08-12,223,2016-10-02,275,127,2017-05-08,217,2017-04-30,166.9104827,64.91017909,70.58499908,119,8,96,1.99,6.1125,44.7037239074707,34.766242980957,82.3798828125
"356","SLK115_2017_2023",2017,2017-08-12,223,2016-09-14,257,119,2017-04-30,227,2017-04-29,146.0063171,55.28606696,59.98500061,118,1,104,0.59,5.636,88.8885650634766,70.52783203125,98.6048355102539
"357","NIP32_2017_2024",2017,2017-07-30,210,2016-09-04,247,128,2017-05-09,246,2017-04-28,243.9930573,99.16466925,114.8249969,117,11,82,1.4,6.39666666666667,44.5946998596191,44.7918395996094,88.6230621337891
"358","RED34_2017_2025",2017,2017-08-07,218,2016-09-27,270,117,2017-04-28,212,2017-03-22,74.33827281,13.4617695,0.023609467,80,37,101,-0.58,5.982,58.867374420166,64.5374908447266,77.2778091430664
"359","SLK200_2017_2026",2017,2017-08-25,236,2016-10-13,286,127,2017-05-08,206,2017-04-29,208.1289927,81.59410943,100.4919968,118,9,109,1.33,6.6025,69.8427276611328,49.3432159423828,106.7958984375
"360","NIP54_2017_2027",2017,2017-08-14,225,2016-09-11,254,120,2017-05-01,231,2017-04-30,190.1926989,74.81099884,87.63600159,119,1,105,1.8,6.235,87.8988418579102,70.4417190551758,96.629638671875
"361","SLK175_2017_2072",2017,2017-09-02,244,2016-10-12,285,127,2017-05-08,207,2017-04-29,133.9847033,49.23835549,48.14500046,118,9,117,0.05,5.672,42.8390884399414,36.4546241760254,84.1482315063477
"362","THU58_2017_2073",2017,2017-09-13,255,2016-10-10,283,126,2017-05-07,208,2017-04-29,258.8907315,104.7028342,122.9466705,118,8,129,0.88,6.802,55.7017631530762,42.674446105957,90.1255035400391
"363","SLK96_2017_2074",2017,2017-08-09,220,2016-09-14,257,127,2017-05-08,235,2017-04-30,150.8409218,57.9643025,68.72999573,119,8,93,0.68,6.2475,69.512825012207,53.4450988769531,92.8920822143555
"364","SLK43_2017_2075",2017,2017-07-31,211,2016-09-28,271,126,2017-05-07,220,2017-04-29,214.9299303,82.49333107,101.406662,118,8,85,2.25,6.39333333333333,37.739688873291,36.935173034668,83.9244918823242
"365","SLK82_2017_2076",2017,2017-08-08,219,2016-09-14,257,119,2017-04-30,227,2017-04-29,145.3482518,54.73294339,50.14500046,118,1,100,0.28,5.844,76.594352722168,61.0394477844238,101.64656829834
"366","SLK23_2017_2077",2017,2017-07-29,209,2016-10-09,282,123,2017-05-04,206,2017-04-29,162.9058824,59.94080875,59.46500015,118,5,86,0.88,6.42666666666667,101.776908874512,69.7196578979492,100.544563293457
"367","NIP29_2017_2078",2017,2017-08-06,217,2016-10-10,283,127,2017-05-08,209,2017-04-30,147.5008073,56.82942849,66.51234101,119,8,90,0.97,6.16,66.4972381591797,50.5479393005371,93.9702682495117
"368","NIP77_2017_2079",2017,2017-08-12,223,2016-10-13,286,127,2017-05-08,206,2017-04-30,240.4709279,97.66470143,116.1100006,119,8,96,1.44,6.6025,82.9181518554688,59.0616035461426,102.626800537109
"369","NIP68_2017_2080",2017,2017-08-12,223,2016-10-17,290,127,2017-05-08,202,2017-04-28,230.233827,93.01779043,104.2866669,117,10,96,1.7,6.5475,61.561279296875,54.2769660949707,92.410041809082
"370","SLK122_2017_2081",2017,2017-08-13,224,2016-10-17,290,127,2017-05-08,202,2017-04-29,143.8438217,52.43543427,63.06699753,118,9,97,-0.38,5.9325,39.7178840637207,30.4746780395508,76.9248123168945
