"","X.1","X","Fire_ID","Fire_Year","Fire_Start","BurnDay","SnowAccDay","sdd","scf","tssm","sweMean","sweMedian","avgBio","cc","age","tri","ppt_tsm","tmax_tsm","RBR_median","RBR_quant","RBR_cv","FIRE_FINAL","size_class","dmc","ffmc","dc","pyroregion","ecoregion"
"172",172,172,"RED44_2019_2165",2019,"2019-07-02",182,271,106,0.46,76,28.89919557,12.57973274,34.3942642211914,31.9098873138428,66.956916809082,14.8751792907715,84.2193755993061,16.2718334320544,278.5640039,454.171487712156,0.497831136,8414,2,10,94,-269.14507839769,0,"Lake St. Joseph"
"173",173,173,"SLK38_2019_2167",2019,"2019-07-29",209,286,113,0.47,96,29.22092735,20.72999954,44.3740539550781,38.0280685424805,88.7998962402344,6.50397682189941,184.311605819253,19.9174853784898,316.7906403,524.932978370908,0.53042531,408,1,95,90,576.638515874606,1,"Big Trout Lake"
"174",174,174,"SLK33_2019_2168",2019,"2019-07-29",209,273,111,0.48,98,20.66367376,8.329999924,35.2899856567383,31.3549575805664,86.8569030761719,8.28109169006348,127.459615889615,20.0480382038861,240.3524622,502.216274507753,0.783772886,989,2,95,90,571.557556639239,1,"Big Trout Lake"
"175",175,175,"RED45_2019_2169",2019,"2019-07-05",185,273,107,0.46,78,27.71717255,12.72641394,63.4122924804688,52.0537071228027,75.1847915649414,14.9689502716064,104.0108508951,16.8286542991616,368.4575924,515.070288667425,0.461043864,37770,3,8,25,-595.880755782497,1,NA
"176",176,176,"SLK39_2019_2170",2019,"2019-07-28",208,273,124,0.58,84,30.88420783,17.37999916,68.0195846557617,54.396110534668,100.095985412598,6.26593160629272,174.712204753051,20.2740091298865,338.9933489,534.029029670492,0.405319273,109,1,89,16,786.25643949109,1,"Big Trout Lake"
"177",177,177,"RED57_2019_2174",2019,"2019-08-01",212,268,111,0.46,101,20.11619583,6.349999905,54.3616561889648,53.5552597045898,85.8151931762695,9.65122127532959,162.238349698672,18.4173107147217,82.73067972,208.037767787993,0.742159903,195,1,4,18,-606.151782011633,1,"Big Trout Lake"
"178",178,178,"SLK37_2019_2175",2019,"2019-07-29",209,265,111,0.53,98,23.67479152,9.279999733,55.4706916809082,48.3355445861816,84.9287948608398,5.57948446273804,162.47228389823,19.7387590240306,367.5448404,556.339463466949,0.647476614,333,1,95,90,572.254081285002,1,"Big Trout Lake"
"179",179,179,"NIP11_2019_2179",2019,"2019-07-19",199,285,98,0.4,101,29.33848916,4.716666698,88.8317794799805,71.5660858154297,82.6241683959961,24.5474815368652,176.576866002434,16.0231510131171,249.4154085,440.590929585985,0.557798684,95,1,84,90,343.294887444903,1,"Lake Nipigon"
"180",180,180,"RED59_2019_2180",2019,"2019-08-01",212,279,103,0.44,109,18.15818454,6.449999809,55.5634346008301,45.9020156860352,80.953369140625,24.5729579925537,154.842729279517,19.2307460678629,178.6357527,285.464072832144,0.580672145,3962,2,4,18,-587.948970317811,1,"Lake Wabigoon"
"181",181,181,"RED25_2019_2181",2019,"2019-06-22",172,287,112,0.45,60,19.32133207,6.289999962,45.1820945739746,44.835075378418,71.0641326904297,20.5100574493408,59.0567980124288,14.6331177414486,192.8412853,326.397751597445,0.547090888,9593,2,11,80,-1142.89295847509,1,NA
"182",182,182,"SLK41_2019_2183",2019,"2019-07-29",209,273,118,0.53,91,30.00393142,21.35000038,40.9919662475586,30.6916790008545,82.9062347412109,2,182.719066394063,19.8998836161016,375.9717045,525.362945022302,0.428392857,85,1,92,19,788.9082294043,1,"Big Trout Lake"
"183",183,183,"SLK31_2019_2184",2019,"2019-07-15",195,273,115,0.5,80,18.53020637,6.260000229,40.2548942565918,34.1761131286621,84.1165771484375,7.09853887557983,74.1612932021122,19.1454067711574,147.1775591,310.346053689807,0.600833118,75,1,3,14,7.46553511022523,1,"Big Trout Lake"
"184",184,184,"RED24_2019_2186",2019,"2019-06-18",168,276,111,0.49,57,21.24135826,5.550010031,42.5253982543945,43.169734954834,72.4154052734375,16.740571975708,72.3542017556091,13.8903921311762,333.2633869,528.53834677456,0.459270567,17615,3,8,93,-480.99667725635,0,"Lake St. Joseph"
"185",185,185,"RED49_2019_2189",2019,"2019-07-09",189,290,107,0.45,82,28.36069856,15.92285633,37.4951934814453,37.4674835205078,61.3013305664062,9.82585144042969,77.6903527513234,16.9319519319644,305.6198376,465.897785800088,0.553341329,850,2,10,66.0647112364079,-572.863979398288,0,NA
"186",186,186,"RED60_2019_2190",2019,"2019-07-29",209,265,114,0.44,95,19.92306312,6.079999924,70.8752365112305,55.4595642089844,75.8803558349609,16.4886817932129,110.565905866022,20.1945528254987,66.49648577,131.983734768921,0.643627167,135,1,92,19,788.624704633712,1,"Big Trout Lake"
"187",187,187,"RED62_2019_2193",2019,"2019-08-03",214,273,114,0.47,100,20.49850867,6.079999924,46.7494773864746,40.6199607849121,71.7837944030762,27.0233879089355,116.134250989986,20.4370722983847,69.19124698,152.24532565542,0.675097167,518,2,6,45,-1027.15959750579,1,"Big Trout Lake"
"188",188,188,"NIP95_2017_2114",2017,"2017-08-12",223,262,131,0.51,92,56.91470719,66.02999878,74.4561080932617,51.7187271118164,100.920501708984,8.36978530883789,167.87937410694,19.5588066231121,386.1036913,568.771663396654,0.366425723,214,1,57.1725594673765,91.2329946183191,305.140591983028,1,"Big Trout Lake"
"189",189,189,"RED31_2013_1862",2013,"2013-07-04",184,266,122,0.56,62,42.5936901,52.09955357,78.6433486938477,56.4949607849121,83.6165161132812,16.46923828125,101.185196272783,19.6715174201609,395.7055674,564.233986327265,0.464811623,16302,3,29.3249905976912,78.835683797162,164.538050422812,1,NA
"190",190,190,"NIP40_2013_1870",2013,"2013-07-02",182,258,139,0.56,43,40.26864226,47.02000046,66.4579315185547,44.1040840148926,102.214805603027,7.05035305023193,54.0852412696808,21.4591662960668,430.4756648,569.138339679363,0.403843433,62,1,37.4131518155932,89.9142903392851,184.417800123017,1,"Big Trout Lake"
"191",191,191,"THU16_2013_1877",2013,"2013-06-08",158,300,125,0.5,33,70.99598258,67.75,44.532413482666,34.4392776489258,83.5660858154297,5.25943565368652,98.3603333966567,14.4583137153399,447.4109773,529.873026206544,0.271431655,80,1,21.6810424963288,92.0162746308907,50.6371004241386,1,"Lake Nipigon"
"192",192,192,"SLK25_2013_1861",2013,"2013-06-10",160,280,130,0.59,30,39.13756419,53.91500092,37.2192268371582,30.9987640380859,81.7718124389648,7.29605293273926,40.2462143350611,14.8473915955515,315.1066626,545.667926409856,0.639622092,1182,2,60.0779683853073,85.5993049818844,129.6751778605,1,"Big Trout Lake"
"193",193,193,"SLK18_2013_1878",2013,"2013-06-09",159,254,139,0.59,20,36.35107971,49.41999817,51.1358985900879,36.3897895812988,80.1066131591797,4.40706872940063,0.670000016689301,23.1078223546346,479.6710886,599.39806867334,0.36199984,125,1,56.0450213132151,92.2411702557116,120.475792265573,1,"Big Trout Lake"
"194",194,194,"NIP11_2013_1886",2013,"2013-05-29",148,285,130,0.53,18,35.95759159,40.91500092,27.9112892150879,25.184061050415,61.8628959655762,10.2717943191528,13.5022877074989,15.6212861564327,289.8148984,522.47917256767,0.56758976,207,1,24.0967188389765,92.927905381359,19.3651589450317,1,"Big Trout Lake"
"195",195,195,"RED24_2013_1892",2013,"2013-07-03",183,261,123,0.56,60,36.91570432,47.29499817,46.4313812255859,36.0202598571777,73.9601974487305,14.0229387283325,141.292884434734,19.909798414141,247.0250696,378.873984873854,0.449983954,304,1,27.746574912687,90.6068221605959,151.459175039887,0,"Lake St. Joseph"
"196",196,196,"SLK24_2013_1895",2013,"2013-06-10",160,280,132,0.56,28,36.33852548,48.77764511,37.2109603881836,30.4755611419678,65.9249572753906,5.80369901657104,2.68091415913642,17.7984493618498,229.0725056,505.261168255814,0.730640888,490,1,62.9025919577263,88.1019041972554,131.639645738177,1,"Big Trout Lake"
"197",197,197,"NIP48_2013_1860",2013,"2013-07-12",192,269,122,0.58,70,37.94563956,46.63999939,30.812873840332,25.908805847168,69.5928573608398,5.04001092910767,98.5952102479966,20.1302252192246,249.7041037,495.796543312635,0.620930851,356,1,27.7993983773002,87.8978989323076,231.981309829833,1,"Big Trout Lake"
"198",198,198,"SLK45_2013_1863",2013,"2013-07-13",193,261,132,0.59,61,39.52544724,53.31000137,35.6404609680176,32.1046829223633,67.6436233520508,2.71115040779114,42.6091225587592,20.5692839680886,326.5346948,546.908851273029,0.5916152,115,1,36.461680092539,51.8967335193912,276.155818235062,1,"Big Trout Lake"
"199",199,199,"NIP44_2013_1864",2013,"2013-07-06",186,280,116,0.46,70,62.57556117,65.43000031,45.4073448181152,39.7614517211914,85.8434143066406,4.51408386230469,125.456695281738,18.4201942011772,203.0915762,487.491037891097,0.763529956,315,1,17.2542394003882,31.6535509239363,134.73136959234,1,"Big Trout Lake"
"200",200,200,"RED32_2013_1865",2013,"2013-07-04",184,266,123,0.57,61,42.00713158,51.48749924,67.3806304931641,49.6349067687988,81.0879364013672,10.4278631210327,98.9417080473775,20.0397235584813,333.4603894,542.466203286705,0.493596822,2308,2,29.6621378448379,79.2724970116021,165.369330951449,1,NA
"201",201,201,"NIP50_2013_1866",2013,"2013-07-08",188,264,132,0.58,56,41.15193574,54.70000076,8.88993167877197,3.17401456832886,30.1679458618164,5.08666276931763,59.7637819372691,19.5412125434631,197.1334674,399.588687996272,0.547961354,145,1,51.9080195722218,74.6638078288489,257.716999224211,1,"Big Trout Lake"
"202",202,202,"NIP45_2013_1867",2013,"2013-06-20",170,284,119,0.55,51,44.30468527,49.63500214,50.8655700683594,45.7320365905762,90.4336776733398,4.61077976226807,75.5918214497561,16.2769519747583,51.03981681,375.991974691499,1.223944545,800,2,22.9923517646099,65.118027145562,91.7971422743834,1,"Big Trout Lake"
"203",203,203,"NIP43_2013_1868",2013,"2013-07-04",184,263,125,0.58,59,48.11223287,50.72000122,44.6010475158691,37.2036285400391,76.067756652832,7.70360660552979,117.292591173951,17.9986613930552,363.6201285,555.011417781818,0.525326669,2490,2,46.0559954002398,90.8731653085874,185.421071569609,1,"Big Trout Lake"
"204",204,204,"SLK27_2013_1869",2013,"2013-06-09",159,251,134,0.57,25,44.32441048,56.86357117,47.4966125488281,35.8879661560059,77.61328125,6.29755210876465,0.629999995231628,18.8941785274668,145.5530673,429.24322326118,0.962175906,86,1,56.1652237316988,94.4295926988881,122.022101085456,1,"Big Trout Lake"
"205",205,205,"SLK19_2013_1871",2013,"2013-06-08",158,280,125,0.55,33,57.32909509,52.30500031,41.6323127746582,36.4072685241699,71.3701019287109,3.45559215545654,60.6567986399659,15.2193669830726,41.72194262,161.641677387464,1.425352216,109,1,30.7318631190611,92.2295294849071,74.1364814240738,1,"Big Trout Lake"
"206",206,206,"NIP53_2013_1872",2013,"2013-07-02",182,249,119,0.58,63,38.30212697,42.2844429,30.8333797454834,23.8079280853271,73.5154266357422,1.16295278072357,95.7221268153421,18.68536180229,232.7572933,413.648183730542,0.534254432,98,1,38.6156529253299,89.9788860725226,173.922167320137,1,"Big Trout Lake"
"207",207,207,"SLK16_2013_1873",2013,"2013-06-10",160,262,129,0.57,31,47.10586522,55.90166855,49.257884979248,44.3320693969727,81.1963882446289,4.23850965499878,40.5888030516834,16.2345780455858,261.2576681,530.921250472455,0.700868845,474,1,47.7887450930584,59.0005752891608,130.71677805362,1,"Big Trout Lake"
"208",208,208,"NIP51_2013_1874",2013,"2013-07-07",187,281,129,0.56,58,30.41566546,39.08000183,19.6240406036377,16.1461544036865,42.8963165283203,3.20456624031067,56.7411569005862,19.1991546042885,208.1711062,473.343844216543,0.694839358,680,2,48.0541407590144,86.9706573304272,233.124995094589,1,"Big Trout Lake"
"209",209,209,"SLK35_2013_1875",2013,"2013-07-04",184,264,125,0.57,59,55.28727413,63.46500015,79.3176116943359,71.0462646484375,81.0875015258789,4.76307153701782,127.646751002047,18.8565701621753,73.52910892,328.233203430935,1.033174157,314,1,40.1226047952854,93.3574412232346,195.397764005939,1,"Big Trout Lake"
"210",210,210,"NIP19_2013_1876",2013,"2013-07-05",185,264,133,0.59,52,49.04461559,55.36000061,62.3930206298828,49.1179847717285,90.6565399169922,8.297043800354,110.026482021423,19.3262082799422,333.2560396,562.93646565248,0.602469385,2968,2,38.9392560287497,83.1019291631871,207.178429043724,1,"Big Trout Lake"
"211",211,211,"NIP21_2013_1879",2013,"2013-06-02",152,265,125,0.55,27,47.88800936,53.91999817,99.6204681396484,69.443489074707,105.567497253418,6.87154769897461,59.771656426021,13.8392593656267,150.16308,357.512727670945,0.674300671,46,1,22.6783203975528,55.0501857226515,59.8303515520319,1,"Big Trout Lake"
"212",212,212,"RED56_2013_1884",2013,"2013-07-18",198,266,127,0.55,71,58.88980067,64.22999573,30.9084129333496,27.0345840454102,78.6162109375,9,118.044172594873,20.345139311372,150.5812714,315.872862374302,1.134560347,65,1,30.5031500159356,85.9470098396191,227.78447155274,0,NA
"213",213,213,"SLK23_2013_1885",2013,"2013-06-11",161,280,132,0.55,29,36.72519838,46.88176727,35.9267959594727,32.1773872375488,70.9856643676758,7.56695318222046,2.7571692505234,17.986840718968,299.1125258,510.852458722569,0.610962033,666,2,23.6696613169129,32.0775199058691,115.009831779927,1,"Big Trout Lake"
"214",214,214,"NIP25_2013_1887",2013,"2013-06-10",160,269,125,0.59,35,58.94844835,54.45833206,39.1135673522949,32.8122520446777,82.3469009399414,6.83119773864746,69.8317896866864,15.6492586416615,294.6021935,450.932351244212,0.483494163,523,2,26.5333488909788,71.4171508166036,76.8842523977436,1,"Big Trout Lake"
"215",215,215,"RED41_2013_1888",2013,"2013-07-07",187,264,125,0.54,62,61.06589821,72.69499969,30.3694362640381,28.6796817779541,58.5852317810059,17.6338653564453,83.5154134928061,19.4002413184496,254.9409973,398.259515948356,0.527968049,566,2,37.928124868502,89.6566891215206,186.36040984895,1,"Big Trout Lake"
"216",216,216,"SLK22_2013_1889",2013,"2013-06-09",159,265,132,0.56,27,41.23805823,55.34000015,34.4685592651367,26.178560256958,86.7150650024414,2.9809136390686,40.0516446590107,15.7193112259518,106.6417183,424.181455841227,0.876301706,88,1,57.804818277328,92.983768505356,126.860731958931,1,"Big Trout Lake"
"217",217,217,"SLK21_2013_1890",2013,"2013-06-08",158,281,127,0.57,31,50.5420943,63.57499695,34.7170257568359,35.3606796264648,68.877799987793,9.81170845031738,49.3100042836031,15.2084744315434,41.34800288,461.865649508722,1.383878231,1649,2,49.3073514178665,93.1202315193586,113.409145158938,1,"Big Trout Lake"
"218",218,218,"SLK31_2013_1891",2013,"2013-06-24",174,275,131,0.55,43,40.82970404,52.05211309,27.5490856170654,26.0662155151367,58.2586479187012,5.83746957778931,58.5384979359562,17.6396642304304,262.4664265,532.861984076794,0.717335463,4842,2,29.3370956248691,57.8640153736876,178.623762168453,1,"Big Trout Lake"
"219",219,219,"SLK37_2013_1893",2013,"2013-07-05",185,250,131,0.58,54,46.3761134,58.5633316,46.0995635986328,37.9872970581055,87.7376708984375,8.08578014373779,87.8153792272649,19.3290556281144,140.5675455,458.58205659684,0.812967479,201,1,38.9739568201179,48.7026769262594,214.826941148183,1,"Big Trout Lake"
"220",220,220,"NIP23_2013_1894",2013,"2013-06-08",158,285,124,0.58,34,48.6951597,50.29000092,64.8961791992188,65.4998092651367,78.3915939331055,4.77506303787231,38.0540889898559,16.6969094502632,60.49084971,347.31056036483,1.010571599,259,1,22.5477035809644,92.5034394404502,57.0401033047077,1,"Big Trout Lake"
"221",221,221,"SLK43_2013_1896",2013,"2013-06-22",172,279,132,0.56,40,33.63703014,42.34000015,34.910400390625,29.7057704925537,64.1406707763672,12.3136548995972,12.5413055633498,18.279696397494,253.0087125,458.067822571026,0.586339474,160,1,30.4922226777869,87.3757433354111,140.111857516094,1,"Big Trout Lake"
"222",222,222,"SLK41_2013_1897",2013,"2013-07-30",210,265,133,0.57,77,33.75357505,45.00999832,34.6097946166992,29.8009185791016,62.438793182373,6.44158744812012,55.0389712740083,20.9458420360601,272.0974217,477.46589236895,0.604406714,401,1,30.7178530559239,87.3554570047966,333.039087466261,1,"Big Trout Lake"
"223",223,223,"THU65_2012_1859",2012,"2012-09-13",256,276,92,0.35,164,30.00486528,0.917692304,71.339485168457,53.1204605102539,93.5026245117188,14.217490196228,464.864556640591,21.8896556028742,100.0470017,231.156909813257,0.736441433,822,2,37.5641330296099,83.5773182460902,290.644367763514,1,"Lake Nipigon"
"224",224,224,"SLK88_2011_1786",2011,"2011-07-18",198,288,119,0.49,79,33.9541558,39.31999969,56.1610527038574,47.1472091674805,90.2303848266602,8.28074836730957,130.673143463632,17.0406839314697,243.541499,513.609254154076,0.656837583,1700,2,45.444075107558,88.6408224598775,330.218008751864,1,"Big Trout Lake"
"225",225,225,"RED55_2011_1787",2011,"2011-07-19",199,266,110,0.45,89,40.71858396,42.34999847,75.3536605834961,65.0603790283203,94.2755813598633,14.1526679992676,212.622541210603,14.8378143779708,286.7535962,568.588738882552,0.584052563,1322,2,52.4148689876693,86.506270949434,349.671250983887,1,"Big Trout Lake"
"226",226,226,"RED122_2011_1794",2011,"2011-07-21",201,262,116,0.49,85,51.24048892,50.31999969,88.6284255981445,60.0358810424805,102.262023925781,6.83849382400513,279.958057237375,15.1329844445606,486.6469668,603.239474788928,0.402106494,302,1,55.946083349699,76.3226451097255,362.103539079467,0,"Lake St. Joseph"
"227",227,227,"RED26_2011_1806",2011,"2011-07-02",182,260,113,0.46,69,43.05145224,47.67749786,62.2422027587891,55.5720825195312,81.1505584716797,22.2396945953369,178.097684141147,13.0342003731979,226.8723641,483.850495341267,0.678248167,121,1,57.8753068530469,83.2240713868699,217.054306218328,0,"Lake St. Joseph"
"228",228,228,"SLK70_2011_1807",2011,"2011-07-09",189,290,115,0.46,74,39.03162491,45.28673862,55.6592445373535,46.8463935852051,95.3714447021484,12.9545259475708,157.609579345219,16.2224335304592,214.3113451,345.075478978486,0.565639079,141000,3,64.3838695555701,80.8020871658666,253.552295156013,1,"Big Trout Lake"
"229",229,229,"RED103_2011_1812",2011,"2011-07-17",197,256,119,0.48,78,44.47138447,44.74200058,54.9686317443848,39.6738815307617,83.0565795898438,6.94573974609375,207.558666318538,16.7767011679855,476.9807829,568.020646963872,0.319390059,61,1,41.8799016836055,91.7380671372154,313.113834036118,0,"Lake St. Joseph"
"230",230,230,"SLK60_2011_1815",2011,"2011-07-09",189,290,115,0.46,74,39.65627923,44.88151408,56.718807220459,46.1331481933594,100.430107116699,10.8480253219604,175.041346085164,14.0572950932665,320.1401675,577.189610181018,0.673180878,19001,3,48.0017661356955,75.2386891683394,243.094776601961,0,"Lake St. Joseph"
"231",231,231,"SLK95_2011_1817",2011,"2011-07-19",199,261,116,0.46,83,41.02184435,44.24000168,90.323371887207,66.4807815551758,111.568351745605,8.06152534484863,220.885725021295,15.0094313851718,230.0980109,504.80520483829,0.768591404,150,1,58.1077120255224,88.279339081617,311.075847302603,0,"Lake St. Joseph"
"232",232,232,"SLK61_2011_1819",2011,"2011-07-07",187,274,116,0.46,71,39.35673684,38.7048109,63.9951782226562,56.1114959716797,88.3338317871094,18.0654067993164,224.395758003653,13.9655001292933,318.6868802,571.460369231701,0.547744453,4611,2,66.8654993134165,81.8220284139227,220.360985943843,0,"Lake St. Joseph"
"233",233,233,"SLK64_2011_1820",2011,"2011-07-07",187,266,117,0.46,70,38.01594597,36.59683858,86.9743423461914,61.8195724487305,104.763107299805,13.0531902313232,207.47671628333,14.1487917742009,267.866008,398.825322118923,0.536121309,21244,3,82.321681034729,85.6419687214506,219.136398047872,0,"Lake St. Joseph"
"234",234,234,"SLK65_2011_1822",2011,"2011-07-05",185,247,115,0.46,70,39.29845665,43.2899971,59.6384506225586,52.3497657775879,114.524070739746,4.62446594238281,169.264907656159,13.7054961957321,166.7682934,496.604731217536,0.848835289,245,1,55.3192946759589,92.8145003835162,202.994678231393,0,"Lake St. Joseph"
"235",235,235,"RED84_2011_1823",2011,"2011-07-12",192,262,117,0.46,75,36.68653446,35.88819465,86.6707534790039,59.0771789550781,97.9295120239258,13.283034324646,217.757679117048,14.4962512163005,241.8695691,390.113252222374,0.623945773,41009,3,65.1793489760054,83.3625955460081,241.616195669072,0,"Lake St. Joseph"
"236",236,236,"THU33_2011_1829",2011,"2011-06-08",158,300,117,0.46,41,35.15736958,38.85428619,90.1442794799805,65.4109649658203,98.8396224975586,18.2114219665527,103.326292019141,12.6323707392887,319.9812604,478.366735912047,0.405911446,125,1,18.4703748549136,82.5324061768055,99.1425256816081,1,"Lake Nipigon"
"237",237,237,"THU22_2011_1831",2011,"2011-05-20",139,289,115,0.45,24,37.42470289,40.31000137,94.2483596801758,65.1448669433594,96.1221618652344,10.835485458374,78.6842717472679,8.49001361020797,316.7417261,469.175623144133,0.434428751,1317,2,33.0067033373895,92.6612370594373,64.654684445431,1,"Lake Nipigon"
"238",238,238,"KEN27_2011_1832",2011,"2011-07-10",190,273,109,0.43,81,24.16613972,17.14999962,55.9006881713867,63.1649398803711,67.0142631530762,12.4838266372681,245.014431389827,14.3589683846582,384.50905,509.250992434945,0.406447053,41,1,25.6796321778315,59.1560857076104,167.139427250357,1,"Lake Wabigoon"
"239",239,239,"NIP66_2011_1835",2011,"2011-08-01",212,268,119,0.47,93,54.07115106,46.52666473,89.556526184082,59.6379814147949,100.313232421875,32.1297187805176,270.784449374476,14.6423716102254,388.9100217,533.170282253535,0.358102679,190,1,29.348268955763,90.9445836172536,278.787243919109,1,"Lake Nipigon"
"240",240,240,"RED23_2011_1795",2011,"2011-07-05",185,274,109,0.45,76,34.99894798,37.43000031,25.8090496063232,36.2180519104004,58.7527236938477,9.33475303649902,191.854518583581,13.4781656337001,331.1104492,485.894491597726,0.514213443,1324,2,51.9905319277347,92.64,223.58891672539,0,"Lake St. Joseph"
"241",241,241,"SLK38_2011_1798",2011,"2011-06-18",168,289,114,0.46,54,33.79540873,40.33545559,35.5108642578125,37.3565979003906,78.4501647949219,13.0709981918335,109.250205593619,13.7578015792259,276.0488566,540.339393439608,0.588907599,8674,2,36.0508341821918,90.0611714579765,96.6763028877361,1,"Big Trout Lake"
"242",242,242,"RED58_2011_1799",2011,"2011-07-07",187,262,113,0.46,74,39.09874623,44.02000046,55.4962425231934,50.3067893981934,81.4579620361328,17.6812133789062,151.738474824462,13.5443661821062,279.4331336,544.347056551108,0.677429318,4193,2,76.4232881621543,66.9671336451473,262.877165738741,1,"Big Trout Lake"
"243",243,243,"RED82_2011_1800",2011,"2011-07-17",197,275,112,0.46,85,37.63800854,40.61605568,75.0384902954102,63.8536682128906,96.3596649169922,15.7271680831909,177.32942809267,14.5262086024776,321.4475545,557.430201998874,0.558478534,14232,3,68.0844452492326,90.1645169770308,337.495236059067,1,"Big Trout Lake"
"244",244,244,"RED85_2011_1818",2011,"2011-07-12",192,261,115,0.47,77,39.82715609,35.70738189,66.5843505859375,54.1078643798828,79.6591949462891,15.5456266403198,248.714167635598,14.1569963512577,196.8212812,368.484435678369,0.549012184,31563,3,58.0473155402658,85.1785456754087,257.897236929736,0,"Lake St. Joseph"
"245",245,245,"SLK35_2011_1821",2011,"2011-06-15",165,282,112,0.45,53,40.47977353,45.43144543,86.1716842651367,63.0207405090332,104.952484130859,14.5893726348877,120.229660968732,11.4460959975441,164.5279933,368.773482555196,0.741248369,112000,3,37.5977919017319,91.9027093697734,93.3598395039479,0,NA
"246",246,246,"THU51_2011_1828",2011,"2011-08-01",212,303,111,0.45,101,35.18527785,41.02000046,110.984588623047,74.5216827392578,108.35669708252,11.6486396789551,234.137592934268,16.7735201105062,177.8966389,395.992776221869,0.667905688,763,2,36.9227256783663,89.984158345966,345.195101525791,1,"Lake Nipigon"
"247",247,247,"SLK84_2011_1669",2011,"2011-07-16",196,291,111,0.45,85,36.03331161,40.65000153,79.3613510131836,62.9095191955566,104.378829956055,8.30186557769775,158.330957362653,14.4771138596689,187.9294508,482.129399776758,0.734217227,2500,2,57.3044356427256,92.9942166760546,302.504404278974,1,"Big Trout Lake"
"248",248,248,"RED51_2011_1670",2011,"2011-07-04",184,274,114,0.47,70,47.89122179,45.60444641,63.5004081726074,53.4135932922363,103.672866821289,9.58515739440918,234.400832178195,13.4288115478697,205.1674208,460.513975479856,0.572431147,94,1,60.7373189988443,92.0318930653748,212.965584483349,0,"Lake St. Joseph"
"249",249,249,"RED36_2011_1671",2011,"2011-07-05",185,265,114,0.48,71,47.28277028,48.97999954,40.8884696960449,37.0179176330566,89.103874206543,17.746072769165,228.333395620115,13.403509488071,341.911614,438.145134966552,0.257370591,66,1,75.1411159076397,90.4027243684114,238.968690442041,0,NA
"250",250,250,"RED65_2011_1777",2011,"2011-07-18",198,274,113,0.46,85,35.13852836,33.45999908,25.9763088226318,39.6315994262695,52.1513557434082,6.39944314956665,211.797264478595,14.9038426222488,281.5535402,451.724773735789,0.531947136,420,1,78.1625206890447,91.3070095568451,328.748538606454,0,"Lake St. Joseph"
"251",251,251,"RED114_2011_1778",2011,"2011-07-16",196,260,118,0.47,78,43.72792204,42,108.62378692627,73.6061248779297,92.675651550293,15.5243444442749,257.863345282207,14.6972393511457,177.4170535,421.686262873947,0.657182992,141,1,65.0139403703648,85.3124444590898,279.666945695092,0,"Lake St. Joseph"
"252",252,252,"RED107_2011_1779",2011,"2011-07-18",198,270,118,0.48,80,42.78753118,46.95999908,30.3398265838623,32.4188652038574,66.6921577453613,10.1187238693237,156.799587049061,17.5382197276486,410.0865443,569.79910533147,0.456788182,3185,2,75.4229650675788,89.3105777360056,351.47244741826,1,"Big Trout Lake"
"253",253,253,"RED118_2011_1780",2011,"2011-07-18",198,262,115,0.47,83,40.92720662,46.11000061,42.5003700256348,39.6973609924316,82.8558807373047,22.8899765014648,168.854908064012,14.6776239557174,454.614199,589.580642174884,0.415377855,17057,3,99.3956383716948,89.9219975364622,367.812800980455,1,"Big Trout Lake"
"254",254,254,"SLK85_2011_1781",2011,"2011-07-18",198,271,118,0.48,80,34.47277216,34.54000092,42.8628883361816,34.0676460266113,78.7497100830078,3.54894709587097,146.219023389104,17.0536687381066,226.2899234,453.402230092135,0.553162932,375,1,50.3616185949503,87.8945607951333,325.129645010361,1,"Big Trout Lake"
"255",255,255,"SLK87_2011_1782",2011,"2011-07-16",196,265,118,0.49,78,30.86452148,35.75,71.3846817016602,55.7803001403809,94.4552001953125,11.0158557891846,134.5540307646,18.6594117406388,389.7520677,571.782114156264,0.461026877,1000,2,45.7371703085744,91.5545582514611,312.423417500281,1,"Big Trout Lake"
"256",256,256,"RED100_2011_1783",2011,"2011-07-17",197,270,109,0.45,88,43.60672826,49.35451998,50.1227607727051,51.4905662536621,80.7814254760742,23.0818729400635,180.19898520226,14.1745588712577,335.1766657,596.795628349485,0.594229102,10366,3,94.5035567742217,89.7072270982384,355.162388242802,1,"Big Trout Lake"
"257",257,257,"RED54_2011_1784",2011,"2011-07-17",197,266,115,0.47,82,41.94546844,48.47000122,53.9003677368164,53.3080940246582,83.6284408569336,12.4631757736206,168.163103081567,14.2652762926028,336.8998577,550.641867151546,0.500556827,2042,2,83.5806491770313,89.4760350212432,343.903866454142,1,"Big Trout Lake"
"258",258,258,"SLK48_2011_1785",2011,"2011-07-04",184,289,117,0.48,67,36.40625379,34.90999985,46.8270988464355,38.8844718933105,87.0581817626953,7.87552356719971,116.677839317785,15.7867168590943,127.4005786,261.635245705912,0.717857063,7500,2,71.7181831683906,89.5132337637309,232.245688609929,1,"Big Trout Lake"
"259",259,259,"SLK47_2011_1788",2011,"2011-07-03",183,292,115,0.45,68,42.94073422,45.3585701,61.3083038330078,48.3945922851562,104.250701904297,6.36262559890747,137.947362655063,13.2958918630174,254.1112714,474.466793257989,0.627428412,3775,2,45.538155375365,90.9425845821154,202.764729103616,1,"Big Trout Lake"
