"","Fire_ID","TmaxDay"
"259","SLK64_2011_1820",26.1081088370751
"260","RED84_2011_1823",19.6178056850024
"261","SLK84_2011_1669",26.9966316078125
"262","SLK40_2011_1693",20.9434741913901
"263","SLK46_2011_1694",20.2353129180247
"264","SLK45_2011_1695",30.0706916937848
"265","NIP34_2011_1696",32.3199996948242
"266","SLK79_2011_1697",31.0445957102443
"267","NIP47_2011_1698",32.1210430937224
"268","SLK75_2011_1699",26.2310287611157
"269","NIP54_2011_1735",27.0214744279883
"270","SLK103_2011_1736",26.9662903921557
"271","SLK71_2011_1745",22.1480517201609
"272","SLK85_2011_1781",23.9836294532865
"273","SLK87_2011_1782",27.1995632082084
"274","SLK48_2011_1785",25.7013001722355
"275","SLK88_2011_1786",24.6721401201689
"276","SLK47_2011_1788",25.2879931371024
"277","NIP40_2011_1791",28.262611048357
"278","SLK38_2011_1798",23.1847034920249
"279","SLK50_2011_1805",27.2410263888387
"280","SLK70_2011_1807",23.453853860066
"281","SLK51_2011_1808",27.2895417363232
"282","NIP55_2011_1811",27.0856678801012
"283","SLK82_2011_1824",26.1568933587804
"284","COC25_2011_1827",25.4949321116742
"285","THU33_2011_1829",20.4107092457996
"286","RED82_2011_1800",30.9951800698096
"287","RED101_2011_1802",23.4833470730742
"288","RED106_2011_1803",26.4016912048794
"289","RED96_2011_1804",28.2516609563516
"290","RED107_2011_1779",25.2336677266029
"291","RED118_2011_1780",25.744217309748
"292","RED100_2011_1783",30.2175205980799
"293","RED54_2011_1784",30.481641502781
"294","RED24_2011_1796",27.4767407600679
"295","RED22_2011_1797",24.3282976657046
"296","RED51_2011_1670",27.5243577003479
"297","RED36_2011_1671",26.7747450919047
"298","SLK147_2011_1700",30.3398670891534
"299","RED91_2011_1702",27.6483623047288
"300","RED35_2011_1721",27.6333964039298
"301","RED121_2011_1722",26.8664517556467
"302","SLK101_2011_1737",27.1018846610497
"303","SLK57_2011_1739",29.140216112875
"304","SLK132_2011_1740",24.9301584115613
"305","SLK55_2011_1741",25.6319495227672
"306","THU57_2011_1746",26.1602178998992
"307","RED55_2011_1787",26.9546898162091
"308","RED53_2011_1792",25.9650549757371
"309","RED122_2011_1794",27.3099499411382
"310","RED26_2011_1806",27.980841490093
"311","RED29_2011_1809",25.9564477606529
"312","SLK76_2011_1810",27.9956662701242
"313","RED103_2011_1812",31.753137326708
"314","RED50_2011_1813",24.1387020460896
"315","RED52_2011_1814",23.825111814639
"316","SLK60_2011_1815",23.5773476084966
"317","SLK35_2011_1821",26.2661719204161
"318","SLK65_2011_1822",27.5264175427465
"319","THU58_2011_1825",26.2250568752158
"320","THU50_2011_1826",19.2973344636335
"321","THU51_2011_1828",26.5217374043339
"322","THU80_2011_1830",17.4112830609594
"323","THU22_2011_1831",26.0170121240579
"324","PEM25_2012_1933",26.2102495996576
"325","WAW17_2012_1934",26.7984716826015
"326","KEN103_2012_1853",16.4052397384644
"327","KEN36_2012_1917",26.3051263003212
"328","FOR59_2012_1935",29.5699997953935
"329","RED103_2012_1757",25.8469195119796
"330","RED41_2012_1758",26.1129502046748
"331","SLK73_2012_1759",26.5282205961564
"332","NIP104_2012_1761",26.5759931301601
"333","NIP59_2012_1762",31.1501628875732
"334","NIP63_2012_1764",30.3949995040894
"335","SLK26_2012_1765",27.2077918047462
"336","SLK72_2012_1766",25.3812909754222
"337","NIP24_2012_1838",26.0981715458376
"338","RED69_2012_1839",25.9176614927024
"339","SLK101_2012_1840",26.3587109402421
"340","KLK8_2012_1841",25.4260496921258
"341","RED53_2012_1842",25.8880420890545
"342","RED61_2012_1843",22.9368448026309
"343","RED49_2012_1844",23.3483746631357
"344","RED57_2012_1845",29.0608004236013
"345","SLK91_2012_1846",28.0583616547341
"346","NIP60_2012_1848",18.8358448183178
"347","RED28_2012_1849",25.1164123666003
"348","SLK32_2012_1850",23.5400009155273
"349","SLK74_2012_1851",28.2950349383406
"350","TIM9_2012_1852",31.7623927766475
"351","RED94_2012_1854",25.9107976744815
"352","SLK29_2012_1855",25.3826857894214
"353","KLK13_2012_1856",18.9347977297518
"354","SLK82_2012_1857",26.437924690543
"355","THU35_2012_1858",25.0712503730851
"356","THU65_2012_1859",17.9417663156757
"357","TIM7_2012_1898",23.4031973661378
"358","RED60_2012_1899",25.877302388788
"359","RED66_2012_1900",26.2538562250809
"360","RED39_2012_1901",31.5699996948242
"361","RED52_2012_1902",26.0240457248884
"362","TIM47_2012_1903",27.6175765413226
"363","WAW5_2012_1904",18.188721661154
"364","RED64_2012_1905",25.9793278144685
"365","RED72_2012_1906",25.4433262718907
"366","KLK11_2012_1907",26.0420410389803
"367","RED51_2012_1908",26.3951671287243
"368","RED59_2012_1909",24.5400009155273
"369","SLK97_2012_1910",26.6483656744992
"370","NIP62_2012_1912",26.3721990693934
"371","RED38_2012_1913",30.0059122837978
"372","SLK71_2012_1914",24.7866588758787
"373","SLK81_2012_1915",22.1042453765869
"374","WAW4_2012_1916",20.2934219067569
"375","RED71_2012_1918",29.7028977137373
"376","SLK20_2012_1919",25.6900005340576
"377","HEA9_2012_1920",20.1436953510692
"378","TIM27_2012_1921",24.7306731871373
"379","RED58_2012_1922",25.9924876090951
"380","RED63_2012_1923",26.2089773572538
"381","CHA8_2012_1924",23.8460889657338
"382","RED34_2012_1925",25.1250241505351
"383","RED50_2012_1926",26.1447150297027
"384","SLK93_2012_1928",26.9653490657226
"385","NIP32_2012_1929",30.9635017027105
"386","NIP61_2012_1930",26.1783358297282
"387","SLK105_2012_1931",25.4762851715088
"388","SLK47_2012_1932",30.3678404069801
"389","RED62_2012_1936",25.9661148340397
"390","RED70_2012_1937",30.7859449568827
"391","SLK85_2012_1760",23.3870045134259
"392","NIP49_2012_1763",24.4123213772374
"393","COC10_2012_1911",32.1199989318848
"394","SLK79_2012_1927",25.9462287467823
"395","RED31_2013_1862",31.219257495201
"396","SLK45_2013_1863",24.7725715481505
"397","RED56_2013_1884",24.3657921098119
"398","SLK23_2013_1885",19.2846205619716
"399","RED41_2013_1888",20.1390526330531
"400","NIP51_2013_1874",17.5623983368252
"401","SLK18_2013_1878",25.4756105528937
"402","SLK24_2013_1895",27.5257871331306
"403","SLK41_2013_1897",26.3027665611084
"404","SLK27_2013_1869",26.2098129455079
"405","SLK21_2013_1890",25.587365421798
"406","SLK31_2013_1891",29.0163798370529
"407","SLK43_2013_1896",24.2665140078092
"408","NIP44_2013_1864",27.5308772428171
"409","NIP45_2013_1867",22.4309596394903
"410","NIP43_2013_1868",29.9595345260405
"411","THU16_2013_1877",24.6998027386052
"412","NIP23_2013_1894",25.6122966780834
"413","NIP48_2013_1860",28.5183819996683
"414","SLK25_2013_1861",27.0968730371649
"415","RED32_2013_1865",31.1867387864825
"416","NIP50_2013_1866",20.8272594763682
"417","NIP40_2013_1870",26.9964112081835
"418","SLK19_2013_1871",25.4893154287444
"419","NIP53_2013_1872",26.7079705316663
"420","SLK16_2013_1873",27.0290929351959
"421","SLK35_2013_1875",30.7632571841599
"422","NIP19_2013_1876",30.2064286701153
"423","NIP21_2013_1879",6.88388570513044
"424","NIP11_2013_1886",26.7869006716457
"425","NIP25_2013_1887",27.0422586118177
"426","SLK22_2013_1889",25.712916968672
"427","RED24_2013_1892",29.21935309501
"428","SLK37_2013_1893",28.1181103585064
"429","SLK13_2014_1881",28.9641063213348
"430","RED8_2014_1882",20.7458871363803
"431","RED29_2014_2017",21.6286483356319
"432","RED4_2014_2019",23.4556876187602
"433","RED17_2014_2020",22.643964348653
"434","RED10_2015_1960",14.9100509665741
"435","COC12_2015_1961",26.2123467748436
"436","SUD38_2015_1970",24.3449263930467
