"","tri","Fire_ID"
"247",49.1989898681641,"NIP80_2005_1523"
"248",20.3925476074219,"NIP81_2002_96"
"249",12.9056940078735,"NIP81_2003_1437"
"250",12.7531843185425,"NIP81_2006_1684"
"251",2.69832396507263,"NIP83_2002_88"
"252",58.7412910461426,"NIP85_2002_103"
"253",11.4213485717773,"NIP9_2017_2090"
"254",6.03628540039062,"NIP92_2003_1402"
"255",39.5430603027344,"NIP94_2011_1747"
"256",12.6871089935303,"NIP95_2003_1500"
"257",8.36978530883789,"NIP95_2017_2114"
"258",17.5166625976562,"NIP98_2017_2097"
"259",25.1684074401855,"NIP99_2017_2094"
"260",62.9439392089844,"NOR19_2018_2136"
"261",37.6535377502441,"NOR25_2018_2121"
"262",30.9925727844238,"NOR32_2016_2002"
"263",24.1130237579346,"NOR42_2018_2129"
"264",40.4293899536133,"NOR46_2018_2069"
"265",4.93712139129639,"NOR55_2018_2141"
"266",10.8018035888672,"NOR56_2018_2044"
"267",49.9352073669434,"NOR61_2018_2134"
"268",34.5733337402344,"NOR62_2018_2053"
"269",38.0318603515625,"NOR68_2018_2028"
"270",23.9779777526855,"NOR69_2018_2119"
"271",59.833568572998,"NOR72_2018_2035"
"272",7.8248233795166,"PAR33_2018_2071"
"273",34.2831420898438,"PEM2_2007_1588"
"274",5.31859731674194,"PEM25_2012_1933"
"275",6.02026748657227,"PEM3_2001_11"
"276",23.1855335235596,"PEM6_2018_2137"
"277",20.0483932495117,"PEM7_2018_2038"
"278",17.369909286499,"PEM9_2002_104"
"279",10.7850208282471,"RED1_2002_15"
"280",11.3896608352661,"RED10_2009_1716"
"281",21.9132976531982,"RED10_2015_1960"
"282",23.0818729400635,"RED100_2011_1783"
"283",15.6599550247192,"RED101_2011_1802"
"284",6.94573974609375,"RED103_2011_1812"
"285",16.7107353210449,"RED103_2012_1757"
"286",7.9033145904541,"RED103_2017_2102"
"287",9.30265522003174,"RED103_2018_2061"
"288",9.43612670898438,"RED106_2011_1803"
"289",10.1187238693237,"RED107_2011_1779"
"290",13.0145397186279,"RED108_2018_2033"
"291",3.15605521202087,"RED109_2018_2155"
"292",7.07613658905029,"RED11_2007_1562"
"293",9.73652458190918,"RED11_2015_1986"
"294",16.3571510314941,"RED110_2018_2030"
"295",14.0388069152832,"RED111_2011_1742"
"296",1.34068262577057,"RED112_2011_1744"
"297",20.4161128997803,"RED113_2006_1629"
"298",16.6080360412598,"RED113_2011_1743"
"299",15.5243444442749,"RED114_2011_1778"
"300",15.2287940979004,"RED115_2018_2156"
"301",22.8899765014648,"RED118_2011_1780"
"302",5.57990407943726,"RED12_2020_2194"
"303",9.11312198638916,"RED120_2011_1793"
"304",8,"RED121_2011_1722"
"305",8.0983247756958,"RED121_2018_2158"
"306",6.83849382400513,"RED122_2011_1794"
"307",10.5742034912109,"RED123_2011_1790"
"308",26.5259666442871,"RED124_2011_1958"
"309",5.18580722808838,"RED14_2006_1594"
"310",21.7302646636963,"RED14_2019_2176"
"311",23.6871166229248,"RED146_2006_1628"
"312",4.16593217849731,"RED15_2006_1595"
"313",16.3787727355957,"RED16_2006_1679"
"314",22.899393081665,"RED16_2015_1994"
"315",12.6153030395508,"RED163_2006_1625"
"316",20.1473731994629,"RED17_2014_2020"
"317",15.0207109451294,"RED17_2015_1993"
"318",14.7055253982544,"RED17_2019_2178"
"319",18.2878799438477,"RED170_2018_2052"
"320",7.55100011825562,"RED175_2006_1577"
"321",15.1370849609375,"RED176_2006_1632"
"322",11.1354274749756,"RED18_2020_2209"
"323",20.5883159637451,"RED182_2006_1626"
"324",17.450023651123,"RED183_2006_1627"
