"","long","lat","V3","DATE"
"401",-94.8127303,51.7157493,2.93513640210155,"2011-07-12"
"406",-92.1477942,51.2153147,3.0557880295691,"2011-07-12"
"404",-89.8110079,51.20652143,10.6086391200012,"2011-06-15"
"408",-89.73041941,50.91046615,3.8296245804615,"2011-07-29"
"409",-89.62948049,50.82481434,2.99089185519477,"2011-07-23"
"410",-79.733001,50.58076056,0.209568195464201,"2011-08-10"
"413",-90.00123687,50.46144455,0.0108496866340833,"2011-09-04"
"414",-90.14040337,50.2516697,9.88112886980248,"2011-05-19"
"416",-91.4787593,48.22393109,5.36030809631654,"2011-08-28"
"420",-88.16235514,51.64836124,2.49305704655575,"2012-06-10"
"421",-93.83770039,52.97995913,6.63679220117073,"2012-07-14"
"487",-94.3669016,52.43331525,5.14232689288754,"2012-07-14"
"511",-90.2091566,50.43440422,-0.329068444179351,"2012-07-14"
"422",-91.30075801,52.35410894,5.33342921825592,"2012-07-29"
"428",-91.4110496,51.85733658,6.13619202530287,"2012-07-29"
"423",-80.06963399,48.19071579,1.92111852748045,"2012-05-22"
"426",-93.9512101,52.62137499,4.08512714965266,"2012-07-07"
"427",-93.50950435,52.92640767,9.09281658135736,"2012-07-20"
"432",-91.48886075,52.71288162,4.96938628379336,"2012-07-20"
"429",-86.954634,51.74458522,3.77146536441081,"2012-09-13"
"440",-89.39498021,50.84523142,3.32268282742113,"2012-09-13"
"430",-93.02517481,53.06223639,4.4342930803256,"2012-06-05"
"498",-90.59005198,52.1903066,6.48373584377574,"2012-06-05"
"431",-89.02257486,52.03710575,3.93076827271619,"2012-06-08"
"433",-81.71221886,48.05361994,2.47778158179235,"2012-05-21"
"486",-80.04290002,47.95224416,6.29203483187155,"2012-05-21"
"499",-82.63043594,48.76446991,0.549491448290873,"2012-05-21"
"434",-94.62041748,49.52802453,1.59607421053816,"2012-09-07"
"435",-95.06004405,52.88299525,6.64663245322122,"2012-07-28"
"436",-92.30698698,53.19117744,5.76818877401741,"2012-06-09"
"437",-80.51457593,47.76492897,3.63499045049693,"2012-05-27"
"438",-91.66849075,52.76750947,2.72577010782629,"2012-07-22"
"491",-85.99684585,50.85985121,7.68919473070483,"2012-07-22"
"439",-90.16516835,50.41760751,4.23278809161854,"2012-07-09"
"441",-86.74683396,52.92895199,6.71311231503109,"2013-07-12"
"444",-89.57340991,53.58827044,1.29245728138747,"2013-07-12"
"442",-89.13348386,53.39049187,4.27947245047549,"2013-06-10"
"454",-90.34636884,52.89842098,1.43373691373715,"2013-06-10"
"466",-88.44463876,51.86153679,3.5855617998551,"2013-06-10"
"474",-89.68746614,53.9114021,4.95803376034277,"2013-06-10"
"443",-94.32483783,51.49928692,0.892900698357936,"2013-07-04"
"446",-94.39580988,51.47215789,1.26539807048721,"2013-07-04"
"449",-87.97339519,51.92320286,10.160511990157,"2013-07-04"
"472",-90.94923707,52.96263101,1.93579619415206,"2013-07-04"
"445",-87.09502415,51.17209595,-0.101593812434085,"2013-07-06"
"447",-88.83662388,53.43153625,1.08994739562132,"2013-07-08"
"448",-86.95590159,51.75328688,3.14086823133627,"2013-06-19"
"450",-91.33977434,53.76484434,10.2814907772603,"2013-06-08"
"459",-89.86877576,53.79200883,8.86010731549487,"2013-06-08"
"468",-90.20183127,53.4836776,8.95234296363568,"2013-06-08"
"451",-87.36816122,52.8986825,6.39537125240667,"2013-07-01"
"453",-86.58965721,52.75306,6.09453086695618,"2013-07-01"
"452",-89.48991794,51.95796541,10.2121134138148,"2013-06-07"
"458",-88.86701609,50.28948691,9.40663714636308,"2013-06-07"
"469",-91.53201761,53.16007865,12.4554963108233,"2013-06-07"
"473",-88.0467651,51.88488428,9.37292878075955,"2013-06-07"
"455",-87.76523069,53.9405887,5.1474739210985,"2013-07-07"
"467",-94.07562762,52.99026337,6.42678382934817,"2013-07-07"
"456",-90.05473435,52.42237038,10.375401849968,"2013-07-03"
"457",-87.97291229,52.64997888,4.519092773766,"2013-07-05"
"460",-88.87055911,52.78258827,0.795014025054659,"2013-06-01"
"461",-89.04752624,53.54009408,6.85449122758641,"2014-08-08"
"462",-92.69642034,52.41053398,1.19630445507716,"2014-06-05"
"463",-93.53586479,52.60155852,4.03711891287961,"2013-07-17"
"464",-89.92398155,54.04560941,0.0769992810121041,"2013-06-11"
"465",-86.29125812,52.78793591,12.3290622522993,"2013-05-28"
"470",-90.57702228,53.9319649,0.676908862591892,"2013-06-24"
"471",-94.07760181,51.38174838,7.58582416087141,"2013-07-02"
"475",-90.00473806,54.39962123,5.90971045206859,"2013-06-21"
"476",-89.78611637,54.10682068,5.1577725746066,"2013-07-30"
"477",-81.575523,47.46349118,4.94194011010252,"2012-05-16"
"482",-81.75238677,47.07679292,3.30846695591338,"2012-07-23"
"509",-88.84840317,51.89747199,2.808857001636,"2012-07-23"
"483",-85.3253739,48.61152684,16.2834040254315,"2012-05-13"
"488",-93.78952353,52.85539608,0.91872821279069,"2012-07-08"
"489",-92.23664902,52.41583092,3.75278383955962,"2012-07-30"
"490",-80.20056355,49.86372788,14.3482574644734,"2012-05-20"
"513",-84.92773259,48.39577523,8.70939263611305,"2012-05-20"
"493",-91.77539269,52.307013,8.2304870004893,"2012-07-05"
"495",-83.92717667,47.48874502,14.748201357038,"2012-05-14"
"503",-82.46714864,48.33322523,18.0529486589412,"2012-05-14"
"496",-94.74985049,49.39531715,6.73456022267272,"2012-05-18"
"500",-82.11946845,48.09208088,5.08706699026653,"2012-06-26"
"504",-93.35677739,53.66535874,3.77722904889282,"2012-07-03"
"507",-89.14332741,51.73327049,5.16756079049329,"2012-07-24"
"508",-87.68457593,50.9604202,8.9088127426854,"2012-07-11"
"510",-92.76371052,50.32552877,3.87741550496048,"2012-08-06"
"512",-77.5691473,45.92264338,10.3608991684237,"2012-07-21"
"514",-91.20251925,48.12699638,6.9056924119839,"2012-09-04"
"518",-91.80392213,53.22010555,4.8760397127224,"2017-07-30"
"645",-89.23253056,51.90271042,4.84174992839696,"2017-07-30"
"519",-94.99149062,51.21267027,4.88712948400207,"2017-07-29"
"529",-88.43811317,51.98603881,11.6829832782702,"2017-07-29"
"594",-87.4380807,51.14396937,11.7603485820061,"2017-07-29"
"653",-90.58942558,51.67467053,11.7289570447457,"2017-07-29"
"654",-88.43317382,51.55447054,12.0878023304351,"2017-07-29"
"668",-93.7476338,52.87853102,1.59976412099549,"2017-07-29"
"677",-91.39047369,51.89563664,9.94421766452709,"2017-07-29"
"679",-87.96043984,52.34871109,10.9379092218024,"2017-07-29"
"520",-88.82068465,51.82371371,8.48925718910081,"2017-08-07"
"595",-92.59705581,52.69859337,5.03936816890703,"2017-08-07"
"646",-90.96090823,52.57626686,8.87616940068613,"2017-08-07"
"521",-87.80332788,52.35956685,6.58014916729551,"2017-07-31"
"522",-90.95664457,53.10320864,3.26750912791861,"2017-08-17"
"523",-91.66337175,54.0218281,13.8109434934911,"2017-07-14"
"524",-92.15537651,52.69866238,5.86740878487895,"2017-07-28"
"525",-89.16592095,51.69449916,9.06238452559197,"2017-07-28"
"647",-91.22843259,51.60195574,8.48205912370278,"2017-07-28"
"526",-89.29089483,51.39002179,1.75284586408441,"2017-08-01"
"527",-91.63457316,54.36818049,5.75249324557667,"2017-08-10"
"528",-86.08230093,51.37858189,8.66459313028018,"2017-07-06"
"530",-87.25760936,51.14327288,6.67015273633954,"2017-08-11"
"593",-89.75269352,52.88731983,9.88058431105376,"2017-08-11"
"665",-91.04242065,52.83443284,7.13918873393924,"2017-08-11"
"680",-86.2059245,53.82784506,3.51889628180091,"2017-08-11"
"682",-88.67760536,52.82128175,9.9355939433768,"2017-08-11"
"531",-88.62947058,52.37324488,1.22957417329413,"2017-08-29"
"532",-91.04819132,52.61268237,2.73587784832876,"2017-08-13"
"652",-90.47450204,53.23883381,4.00921136671513,"2017-08-13"
"658",-93.7366324,53.57064893,2.88284736110912,"2017-08-13"
"671",-89.03313673,52.73262574,4.54256514683748,"2017-08-13"
"678",-89.03827125,51.84025421,3.62382327538309,"2017-08-13"
"681",-95.00957626,51.70446288,6.53384294140549,"2017-08-13"
"533",-87.49207322,52.53920708,6.09718601155392,"2017-08-12"
"649",-88.80744795,51.73724424,6.27254400253089,"2017-08-12"
"650",-88.04017664,51.75670079,6.38835175923397,"2017-08-12"
"651",-89.40531353,53.57834067,4.65543039556085,"2017-08-12"
"667",-87.64229718,52.62009646,6.02487932485646,"2017-08-12"
"673",-87.58561002,52.55368336,6.08231692332404,"2017-08-12"
"675",-89.23578929,51.60647578,6.24328346385203,"2017-08-12"
"535",-95.07335086,49.68358505,8.5344093577542,"2015-05-24"
"536",-94.23437806,51.61691645,0.532633665603736,"2015-05-28"
"572",-94.32216122,51.35813179,0.187953191750812,"2015-05-28"
"537",-80.20194004,49.20322756,6.39567660917668,"2015-06-29"
"563",-90.67822946,52.89099578,3.25723652696605,"2015-06-29"
"538",-92.66252934,54.09470081,3.47131733108776,"2015-07-07"
"539",-91.64445751,54.38914291,3.28413327274724,"2015-07-10"
"571",-91.90030416,53.13487276,3.46752192624966,"2015-07-10"
"540",-86.98267069,53.1790172,4.64366395639512,"2015-06-08"
"542",-90.19233084,53.32285058,4.40452317626228,"2015-06-08"
"541",-94.90511806,51.26184708,7.33837656964125,"2015-06-26"
"549",-89.66993157,52.0213787,5.86554061823788,"2015-06-26"
"554",-91.95047726,53.34602521,5.92075466268252,"2015-06-26"
"566",-91.34177668,52.31445819,6.6879667534491,"2015-06-26"
"543",-94.64262222,51.30951129,0.290155761891109,"2015-07-16"
"544",-91.93913748,52.66780526,0.842839789100196,"2015-07-08"
"545",-81.39866845,47.02305122,6.33067263458686,"2015-07-31"
"547",-87.96040875,52.55050828,2.60135279430003,"2015-06-30"
"548",-88.56088916,52.39952655,2.88588992002408,"2015-06-30"
"550",-89.83118375,52.55213064,5.63969670279746,"2015-07-01"
"551",-88.2144335,52.19015238,2.22304786292471,"2015-07-03"
"552",-79.90648824,50.64079342,11.791004830239,"2015-06-22"
"553",-88.2369582,53.18373381,1.62913019866773,"2015-06-22"
"565",-87.69902411,53.50714466,2.66352462370269,"2015-06-22"
"555",-91.28128008,52.58432933,2.99705688478604,"2015-06-28"
"559",-89.48033935,52.69958019,2.52548898495079,"2015-06-28"
"564",-89.00178631,52.61872642,2.5820740906133,"2015-06-28"
"556",-91.22493008,54.4219645,5.04166571863857,"2015-07-14"
"561",-92.99702804,53.56619506,4.5217940484938,"2015-07-14"
"562",-89.26186095,53.7142274,3.91262228669455,"2015-07-14"
"557",-94.72133675,50.87193278,7.13948047719732,"2015-07-04"
"558",-88.58474591,53.43578669,4.44626693374515,"2015-06-07"
"560",-94.45431656,51.52589301,10.8972452630096,"2015-05-26"
"567",-94.1293102,52.52388357,1.57540523148671,"2015-06-18"
"568",-93.79838073,52.71745033,1.76511457978971,"2015-06-18"
"569",-88.09008477,52.29192922,4.63678409178874,"2015-06-25"
"570",-94.9343807,51.29869929,2.6720547948616,"2015-07-02"
"573",-94.3652952,50.64116369,5.41967028635246,"2015-07-12"
"574",-90.48896156,52.94683092,5.87352164370694,"2016-07-20"
"575",-89.89753172,49.19820859,15.8194853253147,"2016-05-22"
"584",-89.83932805,53.05991779,19.3336648082213,"2016-05-22"
"576",-79.97739838,47.33200916,7.00410040150406,"2016-08-01"
"577",-86.95489616,49.76476263,15.7741783829353,"2016-05-23"
"578",-84.55380662,49.79100422,15.5857303429898,"2016-05-23"
"582",-85.98218938,48.70145743,10.6749500013796,"2016-05-23"
"585",-87.86293886,52.15801328,6.2697111316811,"2016-05-23"
"579",-94.90544077,50.87069621,15.5057391372926,"2016-05-07"
"580",-80.3463555,46.53323883,8.46372328993222,"2016-06-20"
"581",-91.74985768,52.11897445,1.82228089706832,"2016-07-17"
"588",-91.56711979,51.96950176,2.18648600909212,"2016-07-17"
"583",-84.87132976,49.79867311,4.22902490212136,"2016-05-26"
"586",-95.13202766,49.83467026,9.65607217115755,"2016-05-09"
"587",-77.68792122,45.86802999,12.3492582543,"2016-08-09"
"589",-92.57045968,51.9333498,4.35901443984856,"2014-08-19"
"590",-94.0613777,50.90870135,8.10547916981898,"2014-06-04"
"591",-95.00479919,51.34067006,15.9917584459228,"2014-07-12"
"592",-88.56167519,52.15429562,8.31337020795402,"2016-07-11"
"596",-89.01788144,52.01273982,4.3685310905239,"2017-08-24"
"597",-88.2888483,52.44882099,3.84884528246699,"2017-08-14"
"664",-87.95254877,49.09322933,0.816323767627245,"2017-08-14"
"672",-92.50832065,52.40729285,1.01901788576549,"2017-08-14"
"598",-79.38214667,46.88203346,1.90946596261219,"2018-07-10"
"605",-80.3172495,47.47134062,1.38827628270502,"2018-07-10"
"629",-88.43729145,51.57972001,8.69868972891392,"2018-07-10"
"683",-88.15346684,52.83312445,11.1853250568957,"2018-07-10"
"700",-80.45337034,47.18335013,1.37996306388723,"2018-07-10"
"599",-92.68264786,52.40481047,12.6606540375603,"2018-06-19"
"624",-92.23187618,53.64640787,7.83399646755597,"2018-06-19"
"600",-92.53995565,51.18165331,7.58613766105333,"2018-07-19"
"611",-81.23591281,50.50205187,4.86173606930155,"2018-07-19"
"619",-94.74256648,51.12173562,7.9836083268341,"2018-07-19"
"630",-94.7775941,51.30276895,7.62034345333194,"2018-07-19"
"684",-94.79947706,51.02051899,8.10448458883606,"2018-07-19"
"713",-94.90055806,51.17217186,7.82618680977107,"2018-07-19"
"601",-87.5229951,51.96813689,6.88569163660019,"2018-06-21"
"710",-91.67739297,52.67011831,7.25102063696431,"2018-06-21"
"602",-95.12697689,52.07450613,11.9363130103482,"2018-05-23"
"603",-94.57754802,51.1210572,13.2655487264433,"2018-07-14"
"631",-94.64583269,50.97121625,13.7596580345448,"2018-07-14"
"604",-88.79565113,52.06318249,0.67636700972905,"2018-07-16"
"607",-88.33102628,52.12175572,0.711951396701621,"2018-07-16"
"635",-89.63760263,52.0398389,0.681336183044862,"2018-07-16"
"606",-89.72047938,50.71015912,7.60349078444596,"2018-08-13"
"608",-77.98515112,46.2017249,3.00810999427557,"2018-07-18"
"704",-94.96164025,51.29952955,11.4514687309393,"2018-07-18"
"609",-91.39785233,48.51316673,2.86219456645362,"2018-08-24"
"610",-94.90931261,51.2757534,4.16372493465252,"2018-07-17"
"633",-94.9781177,50.4447474,5.13593271968562,"2018-07-17"
"694",-94.93338197,51.26987295,4.18369504161416,"2018-07-17"
"705",-80.19509089,50.49524306,3.38141977920263,"2018-07-17"
"724",-93.73633788,52.83905203,1.04764184637381,"2018-07-17"
"612",-81.96496944,50.06187334,10.7661415560187,"2018-07-15"
"690",-89.73943743,52.06323332,7.7772194323972,"2018-07-15"
"711",-80.44158774,49.19629846,3.71988315212647,"2018-07-15"
"715",-94.66153033,51.61115071,12.3523299167212,"2018-07-15"
"722",-93.54022506,51.4508823,5.74528165424117,"2018-07-15"
"613",-88.97038074,52.06261123,1.88989911867879,"2018-07-12"
"617",-90.29132401,52.38066171,2.31256296817546,"2018-07-12"
"640",-95.05296812,52.89969465,3.3597561359809,"2018-07-12"
"685",-90.18480899,50.85215839,0.649160744129464,"2018-07-12"
"686",-91.72785518,52.36429218,1.09138206287627,"2018-07-12"
"719",-80.63596733,48.44254934,7.18370264991222,"2018-07-12"
"614",-79.56423322,46.9575202,10.4069961218799,"2018-07-05"
"687",-79.83541578,47.03195394,10.4186902541415,"2018-07-05"
"707",-79.74466247,46.98625917,10.4089456207427,"2018-07-05"
"615",-81.75088222,48.65301924,7.39897614324327,"2018-06-27"
"628",-92.29895768,53.84694464,0.730323186407266,"2018-06-27"
"714",-92.63240578,52.30128219,1.01707691606585,"2018-06-27"
"616",-91.2529474,52.35934247,5.43631469182461,"2018-07-07"
"637",-89.04274417,52.88381719,6.05297818767696,"2018-07-07"
"695",-90.89890637,52.34819313,6.01586394273812,"2018-07-07"
"709",-91.51802752,52.3577112,5.10640717843627,"2018-07-07"
"618",-87.32251406,53.05357401,17.9869033134529,"2018-05-24"
"620",-87.77775333,53.19320787,7.39853938963195,"2018-07-11"
"625",-88.30915733,52.7363665,8.82318205980506,"2018-07-11"
"632",-88.95423701,52.78318711,10.7071011201203,"2018-07-11"
"621",-89.88313082,50.2972706,3.86721940641397,"2018-07-28"
"622",-95.01011065,52.06240933,1.34281059082376,"2018-05-25"
"623",-80.10632509,46.72371979,6.14104684382214,"2018-07-09"
"702",-80.43507089,47.25692625,0.4538549739958,"2018-07-09"
"626",-91.6607164,52.81723045,4.46207063992118,"2018-06-18"
"627",-88.90443773,51.98559509,6.79970040394578,"2018-06-26"
"638",-91.31527483,53.99106603,5.21821991306288,"2018-06-26"
"708",-91.14963125,54.45470134,4.70782901053486,"2018-06-26"
"712",-87.61645028,52.60860017,7.64739623463645,"2018-06-26"
"717",-88.54666935,52.55577725,7.30494385699979,"2018-06-26"
"720",-89.49194858,52.65458054,6.85326580623464,"2018-06-26"
"634",-94.74001864,51.11093067,2.37973746577748,"2018-07-20"
"641",-80.71836181,45.93052711,8.64774011909283,"2018-07-20"
"693",-80.73701775,49.88196054,6.41195910431877,"2018-07-20"
"698",-87.96752721,53.38299089,2.71111975433807,"2018-07-20"
"706",-94.71397837,50.63706466,2.65362841076622,"2018-07-20"
"636",-88.54770936,51.45066424,3.94370829516838,"2018-06-13"
"639",-80.35482905,47.25473548,1.95389094352049,"2018-07-01"
"642",-90.16591209,53.37904027,1.70888383998373,"2017-09-02"
"643",-89.44189103,50.90054736,5.99435286919502,"2017-09-13"
"644",-88.94074693,52.8777235,5.80853920023382,"2017-08-08"
"648",-88.64547841,52.86154822,4.45559748288881,"2017-08-06"
"655",-89.52392238,50.56167152,2.83543279932974,"2017-09-14"
"656",-91.71051467,52.71390471,5.47106774291059,"2017-08-04"
"657",-89.65221884,50.58770374,4.97355255432235,"2017-09-11"
"659",-90.9294736,51.26377238,2.87926854045394,"2017-07-26"
"660",-88.27551911,51.79234325,7.31472801642009,"2017-07-07"
"661",-88.30561396,52.17895019,4.23562646177463,"2017-08-05"
"662",-92.59170427,52.54653733,5.85792895370269,"2017-08-26"
"663",-89.63819198,50.74309958,1.55286288187201,"2017-08-02"
"666",-90.9047168,52.56429937,5.31021011212974,"2017-08-03"
"669",-92.2042839,53.21395963,7.14433366018312,"2017-07-12"
"670",-91.17162963,52.50401951,1.67730272280596,"2017-08-15"
"674",-86.97672489,52.30795039,4.26401555349197,"2017-07-05"
"676",-90.73234309,51.730878,2.9731909958765,"2017-07-27"
"688",-80.38189244,46.73042206,0.0804092482238021,"2018-06-30"
"692",-81.31417015,46.73277976,-0.032178267336719,"2018-06-30"
"696",-79.9813962,46.74981827,0.197711787501239,"2018-06-30"
"689",-88.96673234,52.11769281,1.65971700961564,"2018-07-21"
"703",-78.07795574,46.1343105,9.66867417015033,"2018-07-21"
"691",-94.82747631,52.86741447,6.9353540008882,"2018-06-29"
"697",-94.70933529,52.80605359,8.47060078744575,"2018-06-20"
"699",-91.04810972,50.69943147,5.62635772742936,"2018-09-06"
"701",-93.00803621,50.54839866,8.78393285752932,"2018-08-10"
"716",-94.46008977,51.78329994,7.19699337355055,"2018-06-28"
"723",-87.89490743,51.81072003,5.52721815624934,"2018-06-28"
"718",-88.08396314,53.28892059,1.03417419232048,"2018-07-30"
"721",-94.9667926,51.3115557,9.25356287603357,"2018-06-22"
"725",-87.52381801,54.28432363,0.454991823961462,"2018-08-06"
"726",-79.86623001,50.45735568,61.5006812665035,"2019-07-03"
"751",-90.44153998,50.72500755,65.3190112860538,"2019-07-03"
"727",-92.17641379,53.2503135,-21.9594137709163,"2019-08-02"
"728",-92.8968458,52.7962112,-17.9989665687749,"2019-06-17"
"729",-95.02531641,51.75220027,57.0461616055853,"2019-07-02"
"735",-94.12005882,51.75710665,56.698483230578,"2019-07-02"
"736",-94.1931342,51.63908521,56.7049721798017,"2019-07-02"
"741",-93.49453115,51.39626668,56.3915235970642,"2019-07-02"
"730",-93.85208474,48.99123029,-19.5564245051391,"2019-05-11"
"731",-90.7241759,53.14875639,40.3605647943636,"2019-07-29"
"732",-92.12876898,53.58447348,40.4727912544683,"2019-07-29"
"739",-91.60548814,53.52856491,40.4139701356896,"2019-07-29"
"733",-94.95446595,51.49963704,20.2519680671272,"2019-07-05"
"734",-91.11348748,52.49566654,18.5625928616617,"2019-07-27"
"737",-81.81148363,47.72869665,26.9865359414019,"2019-06-08"
"742",-93.12069628,51.42142133,27.4689324684424,"2019-06-08"
"752",-90.16356358,51.45904783,26.6871416405063,"2019-06-08"
"738",-93.00972728,53.44177282,-96.7709693398673,"2019-08-01"
"744",-94.62427067,51.24033517,-97.4136505032233,"2019-08-01"
"740",-93.89586337,51.79058617,-38.8871493125485,"2019-05-31"
"743",-88.07657084,48.67749101,69.3745873703308,"2019-07-18"
"745",-94.49496076,52.8920542,-20.0626098622443,"2019-06-22"
"746",-93.51043487,53.08240107,-110.500318115419,"2019-06-20"
"747",-90.34769933,53.25650861,-33.6854763365045,"2019-07-28"
"754",-93.35897172,53.58786953,-34.4316462075695,"2019-07-28"
"748",-92.50776239,53.19663296,2.90858512411228,"2019-07-14"
"749",-94.0258032,51.37375877,-85.2328369813258,"2019-06-30"
"750",-94.38787226,52.50428142,27.7833479233875,"2019-06-18"
"753",-95.13659873,51.79352599,18.9843929169004,"2019-07-09"
"755",-93.81767741,50.81506927,-37.7088478616616,"2019-08-23"
"756",-93.76182369,53.57282594,-22.2919457937285,"2019-08-03"
